,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
73,Palmeiras,Meia,Raphael Veiga,15.94,-0.57,1.0,6.25,7,9,,,,,,2.0,,,,,,,,,,,,,,,94509,275,4,0.0
74,Flamengo,Zagueiro,Rodrigo Caio,6.44,0.27,2.1,2.53,4,9,,,,,,2.0,,,1.0,,,,,1.0,,,,,,,73800,262,3,0.0
75,Corinthians,Goleiro,Cássio,12.46,1.01,8.0,6.28,8,9,,,,,,,,,,,1.0,,3.0,,,,,,,,42234,264,1,0.0
76,Flamengo,Atacante,Pedro,7.76,-0.29,0.3,3.25,6,9,,,1.0,,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,94583,262,5,0.0
77,Flamengo,Lateral,Matheuzinho,7.6,0.83,5.7,6.08,5,9,,,,,1.0,,,,11.0,,,,,5.0,,,,,,,101727,262,2,0.0
78,Palmeiras,Meia,Zé Rafael,14.22,-0.17,4.0,7.35,8,9,,,,,,2.0,,,6.0,,,,,3.0,,,,,,,82455,275,4,0.0
79,Botafogo,Atacante,Erison,12.96,-0.23,2.0,6.77,9,9,,,,,1.0,3.0,,,,,,,,,,,,,1.0,,108422,263,5,0.0
80,Athlético-PR,Meia,Terans,8.29,-0.07,0.2,3.87,8,9,,,,,1.0,1.0,,1.0,10.0,,,,,,,,,,,,102878,293,4,0.0
81,São Paulo,Zagueiro,Diego,7.24,0.37,5.1,2.39,8,9,,,,,,,,,9.0,,,,,6.0,,,,,4.0,,101728,276,3,0.0
82,São Paulo,Atacante,Calleri,25.52,-2.88,-4.6,9.66,9,9,,,,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,4.0,,89840,276,5,-4.6
83,América-MG,Lateral,Patric,7.26,0.37,4.5,3.18,9,9,,,,,1.0,1.0,,,13.0,,,,,4.0,,,,,1.0,,60969,327,2,0.0
84,São Paulo,Zagueiro,Diego,8.65,4.65,9.1,9.1,1,1,,,,,1.0,1.0,,,8.0,,1.0,,,3.0,,,,,,,101728,276,3,0.0
85,Atlético-MG,Técnico,Antonio Mohamed,10.48,2.48,7.87,7.87,1,1,,,,,,,,,,,,,,,,,,,,,71071,282,6,0.0
86,Palmeiras,Lateral,Marcos Rocha,5.61,-2.39,0.5,0.5,1,1,,,,,,1.0,,,8.0,,,,,2.0,,,1.0,,2.0,,63013,275,2,0.0
87,Fluminense,Atacante,Cano,11.89,0.89,7.0,7.0,1,1,,,,4.0,3.0,,,,2.0,,,,,,,,,,,,79631,266,5,0.0
88,Atlético-MG,Atacante,Hulk,23.05,7.05,37.8,18.9,1,1,2.0,,,,1.0,5.0,,2.0,2.0,,,,,,,,,,,,39148,282,5,37.8
89,Palmeiras,Meia,Gustavo Scarpa,8.92,0.92,5.5,5.5,1,1,,,,3.0,1.0,3.0,,,13.0,,,,,1.0,,,,,1.0,,87999,275,4,0.0
90,Fortaleza,Goleiro,Max Walef,2.64,0.64,2.0,2.0,1,1,,,,,,,,,,,,,3.0,,,,,1.0,,,84338,356,1,0.0
91,Fluminense,Zagueiro,David Braz,8.59,1.59,6.0,6.0,1,1,,,,,3.0,1.0,,,7.0,,1.0,,,,,,,,4.0,,50317,266,3,0.0
92,Fortaleza,Meia,Lucas Crispim,5.28,-2.72,0.0,0.0,1,1,,,,,,1.0,,,8.0,,,,,1.0,,,,,3.0,,88597,356,4,0.0
93,Fluminense,Lateral,Calegari,9.25,2.25,7.0,7.0,1,1,,,,,,1.0,,,6.0,,1.0,,,2.0,,,,,1.0,,104276,266,2,0.0
94,Fluminense,Meia,Arias,7.33,0.33,4.1,4.1,1,1,,,,,2.0,4.0,,,4.0,,,,,1.0,,,,,1.0,,99815,266,4,0.0
95,Coritiba,Atacante,Igor Paixão,10.57,5.57,11.0,11.0,1,1,,1.0,,1.0,2.0,3.0,,,7.0,,,,,2.0,,,,,,,104530,294,5,0.0
96,Palmeiras,Atacante,Rafael Navarro,5.18,1.08,5.7,2.95,2,2,,,,,3.0,,,,3.0,,,,,3.0,,,,,,,105770,275,5,0.0
97,Flamengo,Meia,Gomes,13.25,3.94,11.5,9.8,2,2,,1.0,,,,7.0,,,2.0,,,,,4.0,,,1.0,,2.0,,107109,262,4,0.0
98,América-MG,Técnico,Vagner Mancini,5.33,1.39,6.46,6.46,1,2,,,,,,,,,,,,,,,,,,,,,39850,327,6,0.0
99,Corinthians,Lateral,Lucas Piton,17.6,6.7,17.9,14.2,2,2,,1.0,,,,,,,8.0,,1.0,,,8.0,,,,,3.0,,105584,264,2,0.0
100,Fluminense,Lateral,Calegari,11.36,2.11,7.7,7.35,2,2,,,,,,2.0,,,7.0,,1.0,,,2.0,,,,,,,104276,266,2,0.0
101,Coritiba,Meia,Andrey,14.9,0.83,2.8,9.05,2,2,,,,1.0,,2.0,,,,1.0,,,,1.0,,,1.0,,2.0,,93787,294,4,0.0
102,Ceará,Atacante,Mendoza,11.69,0.53,3.4,6.65,2,2,,,,2.0,1.0,3.0,,,7.0,,,,,,,,,,2.0,,90031,354,5,0.0
103,Corinthians,Zagueiro,Raul Gustavo,4.17,1.53,5.8,2.9,2,2,,,,,,3.0,,,4.0,,1.0,,,,,,,,1.0,,109389,264,3,0.0
104,Corinthians,Zagueiro,João Victor,5.5,1.8,6.9,3.75,2,2,,,,,,1.0,,,4.0,,1.0,,,2.0,,,,,2.0,,104250,264,3,0.0
105,América-MG,Goleiro,Jailson,4.37,-0.25,3.0,1.5,2,2,,,,,,,,,,,,,4.0,,,,,1.0,,,72290,327,1,0.0
106,Palmeiras,Meia,Raphael Veiga,15.77,-2.26,3.0,5.65,2,2,,,,1.0,1.0,3.0,,1.0,13.0,,,,,1.0,,,,,1.0,,94509,275,4,0.0
107,Corinthians,Atacante,Róger Guedes,20.49,7.61,50.0,15.25,2,2,3.0,,,,1.0,2.0,,,8.0,,,,,,,,,,,,89898,264,5,50.0
108,Atlético-MG,Atacante,Hulk,21.06,-0.13,13.0,10.33,3,4,1.0,,,,,1.0,,1.0,6.0,,,,,,,,1.0,,1.0,,39148,282,5,13.0
109,Atlético-MG,Lateral,Mariano,7.66,-0.05,3.9,5.55,2,3,,,,,,,,,9.0,,,,,4.0,,,,,,,38877,282,2,0.0
110,Atlético-MG,Atacante,Ademir,11.38,-0.75,2.6,5.2,3,3,,,,,2.0,,,,2.0,,,,,1.0,,,,,,,101314,282,5,0.0
111,Flamengo,Meia,Gomes,12.32,-0.93,2.9,7.5,3,3,,,,,,2.0,,,5.0,,,,,2.0,,,,,,,107109,262,4,0.0
112,Atlético-MG,Técnico,Antonio Mohamed,11.8,0.25,5.38,6.27,3,3,,,,,,,,,,,,,,,,,,,,,71071,282,6,0.0
113,São Paulo,Lateral,Rafinha,9.57,-1.24,0.6,4.37,3,3,,,,,,2.0,,,13.0,,,,,1.0,,,,,1.0,,38144,276,2,0.0
114,Goiás,Goleiro,Tadeu,3.57,-1.35,-2.0,1.0,3,3,,,,,,,,,,,,,1.0,,,,,3.0,,,82453,290,1,0.0
115,Flamengo,Meia,Arrascaeta,19.48,-1.32,5.8,10.77,3,3,,,,1.0,,3.0,,,14.0,,,,,4.0,,,,,1.0,,87863,262,4,0.0
116,Fluminense,Zagueiro,David Braz,6.39,-2.2,-2.0,2.0,2,3,,,,,,,,,4.0,,,,,,,,1.0,,2.0,,50317,266,3,0.0
117,Palmeiras,Meia,Raphael Veiga,18.76,2.99,15.6,8.97,3,3,,2.0,,1.0,1.0,2.0,,,7.0,,,,,3.0,,,,,1.0,,94509,275,4,0.0
118,Palmeiras,Zagueiro,Murilo,7.45,1.13,6.6,4.13,3,3,,,,,1.0,,,,1.0,,1.0,,,1.0,,,,,1.0,,97653,275,3,0.0
119,Fluminense,Atacante,Cano,10.01,-0.45,2.5,3.53,3,3,,,,1.0,2.0,1.0,,3.0,5.0,,,,,,,,,,,,79631,266,5,0.0
120,Atlético-MG,Zagueiro,Junior Alonso,13.17,-0.26,2.4,4.9,4,4,,,1.0,,,,,,6.0,,,,,,,,,,,,88312,282,3,0.0
121,Botafogo,Lateral,Saravia,6.76,0.14,3.2,3.67,4,4,,,,,1.0,3.0,,,12.0,,,,,2.0,,,,,1.0,,96725,263,2,0.0
122,Internacional,Técnico,Mano Menezes,7.27,1.15,6.51,6.41,2,4,,,,,,,,,,,,,,,,,,,,,37281,285,6,0.0
123,Internacional,Meia,Edenílson,11.8,0.34,5.3,5.5,3,4,,,1.0,,2.0,1.0,,,6.0,,,,,2.0,,,1.0,,2.0,,63289,285,4,0.0
124,São Paulo,Atacante,Calleri,27.64,0.46,9.0,12.62,4,4,1.0,,,,1.0,1.0,,2.0,4.0,,,,,1.0,,,,,3.0,,89840,276,5,0.0
125,Atlético-MG,Lateral,Guilherme Arana,13.16,-0.02,3.6,4.37,4,4,,1.0,,1.0,,2.0,,,10.0,,,,,,,,1.0,,2.0,1.0,87228,282,2,0.0
126,Atlético-MG,Atacante,Hulk,21.06,-0.13,13.0,10.33,3,4,1.0,,,,,1.0,,1.0,6.0,,,,,,,,1.0,,1.0,,39148,282,5,13.0
127,Internacional,Zagueiro,Rodrigo Moledo,7.11,0.91,6.7,5.63,3,4,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,63354,285,3,0.0
128,Internacional,Atacante,Alemão,6.59,-0.48,2.7,5.12,4,4,,,,,1.0,2.0,,,3.0,,,,,2.0,,,,,4.0,,98219,285,5,0.0
129,Atlético-MG,Meia,Zaracho,14.53,-2.2,1.9,7.43,3,4,,,,1.0,1.0,2.0,,,5.0,,,,,,,,,,2.0,,100079,282,4,0.0
130,Ceará,Meia,Vina,3.84,-0.78,1.1,1.55,2,4,,,,,,1.0,,1.0,5.0,,,,,1.0,,,,,,,71162,354,4,0.0
131,Internacional,Goleiro,Daniel,7.78,1.48,9.0,4.5,4,4,,,,,,,,,,,1.0,,4.0,,,,,,,,96468,285,1,0.0
132,Palmeiras,Meia,Raphael Veiga,16.92,-1.84,3.9,7.7,4,5,,,,,3.0,3.0,,,9.0,,,,,1.0,,,,,1.0,,94509,275,4,0.0
133,Santos,Atacante,Marcos Leonardo,12.33,0.56,8.3,7.72,5,5,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,3.0,,109497,277,5,0.0
134,Athlético-PR,Meia,Terans,7.31,-0.85,-2.1,2.64,5,5,,,,2.0,1.0,,1.0,,7.0,,,,,,,,,,2.0,,102878,293,4,0.0
135,Flamengo,Atacante,Gabriel,10.45,-0.53,2.5,3.0,4,5,,,,1.0,2.0,1.0,,4.0,4.0,,,,,,,,,,,,83257,262,5,0.0
136,Flamengo,Lateral,Filipe Luís,6.79,-1.28,1.0,3.7,2,5,,,,,,,,,2.0,,,,,1.0,,,,,,,38750,262,2,0.0
137,Flamengo,Meia,Arrascaeta,19.12,-0.36,13.6,9.78,4,5,,,,1.0,2.0,3.0,,1.0,10.0,,,,,3.0,,,,,,,87863,262,4,13.6
138,Internacional,Goleiro,Daniel,7.56,-0.22,4.0,4.4,5,5,,,,,,,,,,,,,5.0,,,,,1.0,,,96468,285,1,0.0
139,Atlético-MG,Atacante,Hulk,20.59,-0.47,4.4,8.85,4,5,,,1.0,1.0,1.0,3.0,,1.0,10.0,,,,,,,,1.0,,,,39148,282,5,0.0
140,Palmeiras,Zagueiro,Murilo,6.58,-0.87,1.0,3.35,4,5,,,,,,,,,2.0,,,,,1.0,,,,,,,97653,275,3,0.0
141,Palmeiras,Técnico,Abel Ferreira,10.73,-0.78,3.93,5.5,4,5,,,,,,,,,,,,,,,,,,,,,110506,275,6,0.0
142,Internacional,Zagueiro,Bruno Méndez,3.49,-1.1,-0.3,1.93,4,5,,,,,,,,,3.0,,,,,,,,,,,,103700,285,3,0.0
143,Palmeiras,Lateral,Piquerez,6.5,-0.56,3.0,5.3,3,5,,,,,,,,,6.0,,,,,3.0,,,,,,,102130,275,2,0.0
144,Palmeiras,Meia,Raphael Veiga,18.07,1.15,9.5,8.06,5,6,1.0,,,1.0,,1.0,,,8.0,,,,,1.0,,,,,2.0,,94509,275,4,0.0
145,Palmeiras,Lateral,Jorge,1.74,1.02,5.3,0.73,3,6,,,,,,3.0,,,9.0,,1.0,,,,,,,,1.0,,88065,275,2,0.0
146,Goiás,Técnico,Jair Ventura,5.0,0.67,5.82,3.88,5,6,,,,,,,,,,,,,,,,,,,,,92180,290,6,0.0
147,Flamengo,Atacante,Gabriel,9.77,-0.68,0.3,2.46,5,6,,,,,,,,,3.0,,,,,1.0,,,,,2.0,,83257,262,5,0.0
148,São Paulo,Meia,Igor Gomes,6.41,-0.79,0.1,2.75,6,6,,,,,,2.0,,,8.0,,,,,1.0,,,1.0,,1.0,,100084,276,4,0.0
149,Flamengo,Meia,Arrascaeta,21.62,2.5,16.8,11.18,5,6,,2.0,,1.0,,4.0,,,12.0,,,,,4.0,,,,,,,87863,262,4,0.0
150,Atlético-MG,Atacante,Hulk,21.9,1.31,22.2,9.3,5,6,1.0,,,1.0,1.0,2.0,,1.0,4.0,,,,,1.0,,,,,2.0,,39148,282,5,22.2
151,São Paulo,Zagueiro,Arboleda,8.04,2.04,11.1,4.15,4,6,,,1.0,2.0,1.0,1.0,,,1.0,,,,,4.0,,,,,1.0,,91573,276,3,0.0
152,São Paulo,Atacante,Calleri,28.21,2.46,14.9,11.03,6,6,1.0,,,3.0,2.0,,,1.0,6.0,,,,,2.0,,,,,,,89840,276,5,0.0
153,Botafogo,Zagueiro,Víctor Cuesta,8.0,0.54,6.7,3.83,4,6,,1.0,,,,,,,4.0,,,,,2.0,,,,,1.0,,79113,263,3,0.0
154,Flamengo,Goleiro,Hugo Souza,3.44,-0.64,0.0,1.04,5,6,,,,,,,,,,,,,3.0,,,,1.0,2.0,,,101574,262,1,0.0
155,Fluminense,Lateral,Calegari,9.74,0.0,0.0,4.22,4,6,,,,,,,,,,,,,,,,,,,,,104276,266,2,0.0
156,Flamengo,Atacante,Gabriel,9.96,0.19,2.9,2.53,6,7,,,,1.0,1.0,3.0,,,3.0,,,,,,,,,,1.0,,83257,262,5,0.0
157,Flamengo,Técnico,Paulo Sousa,10.01,0.27,5.78,5.06,6,7,,,,,,,,,,,,,,,,,,,,,89284,262,6,0.0
158,Santos,Goleiro,João Paulo,15.22,1.19,9.5,5.21,7,7,,,,,,1.0,,,,,1.0,,4.0,,,,,,,,85425,277,1,0.0
159,Athlético-PR,Lateral,Abner Vinícius,7.26,0.66,3.8,4.47,7,7,,,,,,1.0,,,11.0,,,,,5.0,,,1.0,,2.0,,104513,293,2,0.0
160,Santos,Atacante,Marcos Leonardo,11.62,-0.58,2.4,6.62,7,7,,,,,3.0,1.0,,1.0,4.0,,,,,,,,,,,,109497,277,5,0.0
161,Athlético-PR,Zagueiro,Pedro Henrique,6.86,0.07,2.4,3.8,7,7,,,,,,1.0,,,5.0,,,,,2.0,,,,,,,87225,293,3,0.0
162,Athlético-PR,Meia,Terans,11.1,3.79,18.3,5.25,6,7,2.0,,,,1.0,1.0,,,8.0,,,,,2.0,,,,,2.0,,102878,293,4,0.0
