,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
24,Flamengo,Lateral,Filipe Luís,7.19,1.83,7.8,5.25,2,3,,,,,,1.0,,,7.0,,1.0,,,4.0,,,,,2.0,,38750,262,2,0.0
25,Internacional,Meia,Patrick,7.36,0.93,4.8,1.27,3,3,,,,,,4.0,,,2.0,,,,,4.0,,,,,2.0,,83433,285,4,0.0
26,Santos,Lateral,Pará,3.93,2.29,6.9,0.9,3,3,,,,,,2.0,,,6.0,,1.0,,,2.0,,,,,1.0,,62086,277,2,0.0
27,Fortaleza,Goleiro,Felipe Alves,6.58,1.24,5.5,2.5,3,3,,,,,,1.0,,,,,1.0,,,,,,,,,,72372,356,1,0.0
28,Santos,Zagueiro,Luan Peres,4.54,0.4,2.2,0.5,3,3,,,,,,1.0,,,8.0,,1.0,,,,,,1.0,,1.0,,84847,277,3,0.0
29,Bragantino,Zagueiro,Léo Ortiz,7.12,0.03,1.8,2.8,3,3,,,,,,,,,2.0,,,,,2.0,,,,,,,97867,280,3,0.0
30,Atlético-MG,Meia,Hyoran,7.1,2.1,7.7,2.87,3,3,,1.0,,,1.0,1.0,,1.0,6.0,,,,,3.0,,,,,1.0,,85931,282,4,0.0
31,Bragantino,Atacante,Helinho,14.53,0.61,3.7,9.35,2,3,,,,,2.0,1.0,,,14.0,,,,,3.0,,,,,,,102598,280,5,0.0
32,Flamengo,Atacante,Vitinho,8.89,3.88,14.9,7.55,2,3,,2.0,,,3.0,,,,10.0,,,,,4.0,,,,,1.0,,78435,262,5,0.0
33,Atlético-MG,Meia,Nacho Fernández,12.21,0.64,5.7,2.67,3,3,,,,,,4.0,,,3.0,,,,,4.0,,,,,,,94916,282,4,0.0
34,Santos,Técnico,Fernando Diniz,5.9,0.94,4.4,3.05,3,3,,,,,,,,,,,,,,,,,,,,,72391,277,6,0.0
35,Santos,Atacante,Marinho,18.08,-0.08,10.4,5.3,3,3,,,,,1.0,1.0,,,6.0,,,,,5.0,,,,,1.0,,68952,277,5,10.4
36,São Paulo,Atacante,Luciano,8.34,-1.26,-2.8,0.9,4,4,,,,1.0,,2.0,,1.0,1.0,,,,,,,,1.0,,2.0,,80287,276,5,-2.8
37,São Paulo,Lateral,Reinaldo,11.19,-0.93,0.2,1.57,4,4,,,,,,,,,8.0,,,,,1.0,,,,,,,78850,276,2,0.0
38,Atlético-GO,Lateral,Natanael,13.79,-1.01,3.6,9.2,3,4,,,,,1.0,3.0,,,12.0,,1.0,,,,,,1.0,,1.0,,86264,373,2,0.0
39,Palmeiras,Atacante,Rony,7.12,0.0,0.0,1.07,3,4,,,,,,,,,,,,,,,,,,,,,91607,275,5,0.0
40,Santos,Meia,Jean Mota,8.72,-0.26,0.4,3.7,4,4,,,,,,2.0,,,6.0,,,,,,,,,,,,78548,277,4,0.0
41,Grêmio,Técnico,Tiago Nunes,5.38,0.1,1.7,1.3,3,4,,,,,,,,,,,,,,,,,,,,,98057,284,6,0.0
42,Fluminense,Zagueiro,Luccas Claro,11.52,-0.37,4.3,5.1,3,4,,,,,,,,,7.0,,1.0,,,,,,,,,,73465,266,3,0.0
43,São Paulo,Meia,Gabriel Sara,5.66,1.03,5.1,2.05,4,4,,,1.0,,,1.0,,,9.0,,,,,3.0,,,,,1.0,,100763,276,4,0.0
44,Internacional,Atacante,Thiago Galhardo,5.17,-1.39,-2.1,-0.73,3,4,,,,,,,,1.0,6.0,,,,,,,,,,2.0,,71844,285,5,0.0
45,Grêmio,Zagueiro,Pedro Geromel,7.15,0.25,3.2,0.8,3,4,,,,,,,,,3.0,,,,,4.0,,,,,1.0,,80853,284,3,0.0
46,Fluminense,Goleiro,Marcos Felipe,16.72,2.81,13.0,7.75,4,4,,,,,,,,,,,1.0,,8.0,,,,,,,,85004,266,1,0.0
47,Ceará,Meia,Fernando Sobral,13.6,0.78,7.0,6.07,3,4,,,,,,2.0,,,10.0,,,,,7.0,,,,,,,84428,354,4,0.0
48,Atlético-MG,Lateral,Guilherme Arana,8.8,-0.09,2.1,3.52,4,5,,,,,,,,,9.0,,,,,3.0,,,,,,,87228,282,2,0.0
49,Palmeiras,Técnico,Abel Ferreira,10.87,0.17,4.64,4.15,5,5,,,,,,,,,,,,,,,,,,,,,110506,275,6,0.0
50,Flamengo,Atacante,Vitinho,7.28,-1.61,0.8,5.3,3,5,,,,,2.0,3.0,,,23.0,,,,,2.0,,,,,4.0,,78435,262,5,0.0
51,Internacional,Atacante,Yuri Alberto,2.1,0.17,1.7,0.16,5,5,,,,,2.0,,,,9.0,1.0,,,,,,,,,,,100652,285,5,0.0
52,Athlético-PR,Goleiro,Santos,14.28,-1.57,1.0,5.88,4,5,,,,,,,,,,,,,2.0,,,,,1.0,,,69012,293,1,0.0
53,Internacional,Meia,Patrick,7.4,0.18,3.0,1.98,5,5,,,,,1.0,3.0,,,13.0,,,,,3.0,,,,,2.0,,83433,285,4,0.0
54,Flamengo,Zagueiro,Willian Arão,10.14,-1.41,0.3,4.33,3,5,,,,,,2.0,,,7.0,,,,,2.0,,,1.0,,,,78478,262,3,0.0
55,Atlético-MG,Meia,Hyoran,7.66,1.39,6.5,3.3,5,5,,1.0,,,2.0,,,,11.0,,,,,1.0,,,,,,,85931,282,4,0.0
56,Atlético-MG,Atacante,Hulk,20.03,-0.24,9.2,7.46,5,5,,,1.0,1.0,3.0,1.0,,,5.0,,,,,1.0,,,1.0,,2.0,,39148,282,5,9.2
57,Atlético-MG,Zagueiro,Gabriel,7.03,-0.24,2.7,4.7,3,5,,,,,,,,,3.0,,,,,4.0,,,,,2.0,,87393,282,3,0.0
58,Palmeiras,Lateral,Marcos Rocha,7.57,-0.58,0.9,1.93,3,5,,,,,,,,,26.0,,,,,4.0,,,,,1.0,,63013,275,2,0.0
59,Palmeiras,Meia,Raphael Veiga,12.49,0.83,6.4,4.66,5,5,,,,1.0,1.0,3.0,,,6.0,,,,,5.0,,,,,3.0,,94509,275,4,0.0
60,Flamengo,Goleiro,Diego Alves,14.44,0.45,3.0,4.37,4,6,,,,,,,,,,,,,4.0,,,,,1.0,,,38509,262,1,0.0
61,Flamengo,Atacante,Bruno Henrique,22.24,5.62,50.0,11.3,4,6,2.0,,1.0,,1.0,3.0,,,8.0,,,,,5.0,,,,,1.0,,90285,262,5,50.0
62,São Paulo,Zagueiro,Diego,3.11,0.48,1.7,0.15,2,6,,,,,,,,,3.0,,,,,4.0,,,,,4.0,,101728,276,3,0.0
63,Fluminense,Meia,Nenê,3.24,-0.48,-0.2,0.88,6,6,,,,,,2.0,,,12.0,,,,,,,,,,,,38913,266,4,0.0
64,Palmeiras,Lateral,Victor Luis,6.94,1.35,5.7,3.1,6,6,,1.0,,,,2.0,,,8.0,,,,,1.0,,,,,1.0,,86410,275,2,0.0
65,Atlético-MG,Lateral,Guga,9.2,-0.01,1.5,5.0,5,6,,,,,,1.0,,,5.0,,,,,2.0,,,,,1.0,,101319,282,2,0.0
66,Athlético-PR,Zagueiro,Pedro Henrique,8.12,-0.23,0.2,2.92,4,6,,,,,,,,,8.0,,,,,1.0,,,,,,,87225,293,3,0.0
67,Bahia,Atacante,Gilberto,13.99,-0.67,0.5,7.77,6,6,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,61188,265,5,0.0
68,Outros,Meia,Gerson,11.48,1.21,7.9,5.58,4,6,,,,1.0,,5.0,,,3.0,,,,,6.0,,,,,3.0,,89256,1,4,0.0
69,Corinthians,Atacante,Jô,7.28,2.68,11.3,3.93,3,6,1.0,,1.0,,1.0,1.0,,,5.0,,,,,1.0,,,,,3.0,,38138,264,5,0.0
70,Flamengo,Técnico,Rogério Ceni,12.55,0.32,5.08,5.77,4,6,,,,,,,,,,,,,,,,,,,,,97341,262,6,0.0
71,São Paulo,Meia,Gabriel Sara,8.48,3.97,15.7,3.75,6,6,1.0,,1.0,1.0,2.0,,,,1.0,,,,,2.0,,,,,,,100763,276,4,0.0
72,Internacional,Meia,Edenílson,18.62,0.19,3.2,5.97,7,7,,1.0,,1.0,,,,,5.0,,,,,,,,1.0,,1.0,,63289,285,4,0.0
73,Santos,Atacante,Kaio Jorge,8.85,1.06,5.4,3.66,7,7,,1.0,,,,3.0,,,1.0,,,,,,,,,,2.0,,103445,277,5,0.0
74,São Paulo,Lateral,Daniel Alves,7.41,-1.06,-2.7,-1.1,2,7,,,,,,,,1.0,17.0,,,,,1.0,,,,,3.0,,38939,276,2,0.0
75,Flamengo,Zagueiro,Willian Arão,9.32,-0.29,0.1,2.54,5,7,,,,,,1.0,,,14.0,,,,,1.0,,,,,,,78478,262,3,0.0
76,Fluminense,Lateral,Calegari,10.11,0.93,5.4,3.9,5,7,,,,,1.0,2.0,,,4.0,,,,,4.0,,,,,,,104276,266,2,0.0
77,Santos,Atacante,Marinho,19.53,-0.32,11.6,6.96,7,7,,,,3.0,,7.0,,1.0,8.0,,,,,3.0,,,1.0,,2.0,,68952,277,5,11.6
78,Palmeiras,Meia,Raphael Veiga,12.84,1.4,8.0,4.57,7,7,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,1.0,,94509,275,4,0.0
79,Athlético-PR,Zagueiro,Thiago Heleno,12.0,1.91,9.6,4.8,6,7,1.0,,,,1.0,,,,2.0,,,,,1.0,,,,,,,38394,293,3,0.0
80,Bragantino,Meia,Eric Ramires,8.38,-0.22,1.0,4.57,6,7,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,103295,280,4,0.0
81,Sport,Técnico,Umberto Louzer,5.48,0.85,4.56,2.37,7,7,,,,,,,,,,,,,,,,,,,,,101077,292,6,0.0
82,Corinthians,Goleiro,Cássio,11.27,0.42,4.0,3.43,7,7,,,,,,,,,,,,,5.0,,,,,1.0,,,42234,264,1,0.0
83,Flamengo,Atacante,Pedro,11.87,-0.94,3.1,6.9,3,7,,,,1.0,1.0,1.0,,,4.0,,,,,1.0,,,,,,,94583,262,5,0.0
84,Bahia,Lateral,Matheus Bahia,9.83,0.22,2.6,3.86,7,8,,,,,1.0,3.0,,1.0,7.0,,,,,2.0,,,,,1.0,,97899,265,2,0.0
85,Bahia,Goleiro,Matheus Teixeira,3.1,-0.47,0.0,2.0,6,8,,,,,,,,,,,,,4.0,,,,,4.0,,,102907,265,1,0.0
86,Bragantino,Atacante,Ytalo,15.22,-0.64,1.6,6.86,8,8,,,,,1.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,53148,280,5,0.0
87,Fortaleza,Meia,Yago Pikachu,20.13,2.97,16.3,7.02,8,8,1.0,1.0,,2.0,1.0,3.0,,,4.0,,,,,,,,,,2.0,,80196,356,4,0.0
88,Atlético-GO,Lateral,Natanael,13.3,-1.42,-2.5,6.39,7,8,,,,,,,,,10.0,,,,,2.0,,,1.0,,3.0,,86264,373,2,0.0
89,Fluminense,Zagueiro,Luccas Claro,9.54,0.14,0.9,2.16,7,8,,,,,,,,,1.0,,,,,1.0,,,,,,,73465,266,3,0.0
90,Internacional,Meia,Patrick,8.78,0.31,4.1,3.6,8,8,,,,,,2.0,,,9.0,,,,,4.0,,,,,,,83433,285,4,0.0
91,Flamengo,Atacante,Bruno Henrique,17.22,-1.72,-2.3,7.62,6,8,,,,1.0,,6.0,,2.0,5.0,,,,,,,,1.0,,6.0,,90285,262,5,0.0
92,Atlético-MG,Atacante,Hulk,22.23,2.31,32.6,8.21,8,8,,2.0,1.0,3.0,1.0,,,,6.0,,,,,,,,,,1.0,,39148,282,5,32.6
93,Bragantino,Meia,Claudinho,10.7,-0.41,2.8,2.85,4,8,,,,1.0,3.0,2.0,,,13.0,,,,,,,,,,1.0,,92630,280,4,0.0
94,Bahia,Técnico,Dado Cavalcanti,8.85,0.02,3.91,3.49,8,8,,,,,,,,,,,,,,,,,,,,,73975,265,6,0.0
95,Palmeiras,Zagueiro,Luan,5.75,1.34,6.0,2.67,6,8,,,,,,1.0,,,5.0,,,,,6.0,,,,,,,80692,275,3,0.0
96,Atlético-MG,Lateral,Guilherme Arana,8.74,1.12,7.0,2.69,7,9,,,,,1.0,,,,3.0,,1.0,,,2.0,,,,,1.0,,87228,282,2,0.0
97,Athlético-PR,Atacante,Matheus Babi,9.08,1.94,9.3,4.57,7,9,1.0,,,2.0,1.0,4.0,,2.0,4.0,,,,,3.0,,,1.0,,7.0,,94444,293,5,0.0
98,Santos,Atacante,Marinho,18.91,-0.62,10.0,6.72,8,9,,,,2.0,,4.0,,,4.0,,,,,1.0,,,,,,,68952,277,5,10.0
99,Palmeiras,Lateral,Marcos Rocha,8.43,1.2,7.2,2.53,7,9,,,,,,3.0,,,13.0,,1.0,,,5.0,,,1.0,,2.0,,63013,275,2,0.0
100,Bragantino,Meia,Raul,9.05,1.98,9.9,5.7,7,9,,1.0,,,1.0,4.0,,,4.0,,,,,4.0,,,,,3.0,,92496,280,4,0.0
101,Palmeiras,Meia,Gustavo Scarpa,15.22,2.2,10.0,7.24,9,9,1.0,,,1.0,1.0,1.0,,,10.0,,,,,1.0,,,,,1.0,,87999,275,4,0.0
102,Flamengo,Atacante,Bruno Henrique,17.78,0.56,2.3,6.86,7,9,,,,2.0,,2.0,,,6.0,,,,,,,,,,1.0,,90285,262,5,0.0
103,Athlético-PR,Zagueiro,Pedro Henrique,8.26,0.26,1.7,2.75,7,9,,,,,,1.0,,,3.0,,,,,2.0,,,,,1.0,,87225,293,3,0.0
104,Santos,Goleiro,João Paulo,3.71,-1.13,0.0,2.8,5,9,,,,,,,,,,,,,2.0,,,,,2.0,,,85425,277,1,0.0
105,Bragantino,Técnico,Maurício Barbieri,14.0,0.26,4.87,5.58,9,9,,,,,,,,,,,,,,,,,,,,,82792,280,6,0.0
106,Ceará,Meia,Jorginho,11.28,0.95,5.0,4.12,9,9,,1.0,,,,2.0,,,10.0,,,,,1.0,,,,,2.0,,77544,354,4,0.0
107,Grêmio,Zagueiro,Pedro Geromel,7.18,-0.19,1.6,2.29,7,9,,,,1.0,,,,,6.0,,,,,1.0,,,,,,,80853,284,3,0.0
108,Fortaleza,Meia,Yago Pikachu,18.83,0.58,7.0,6.58,10,10,,1.0,1.0,,,2.0,,1.0,10.0,,,,,,,,,,1.0,,80196,356,4,0.0
109,Flamengo,Meia,Arrascaeta,12.54,-1.31,8.6,6.75,2,10,,,,3.0,2.0,8.0,,,11.0,,,,,1.0,,,,,1.0,,87863,262,4,0.0
110,Bahia,Atacante,Gilberto,15.08,-0.77,3.6,7.42,10,10,,,,,2.0,3.0,,,5.0,,,,,2.0,,,,,2.0,,61188,265,5,0.0
111,Bahia,Zagueiro,Luiz Otávio ,4.98,0.2,4.3,3.17,6,10,,,,,,,,,7.0,,1.0,,,1.0,,,,,2.0,,86863,265,3,0.0
112,Fluminense,Meia,Cazares,5.56,-0.11,0.0,3.03,6,10,,,,,,,,,,,,,,,,,,,,,81682,266,4,0.0
113,Bragantino,Atacante,Ytalo,14.71,-0.05,3.4,5.64,10,10,,,,,2.0,2.0,,,4.0,,,,,2.0,,,1.0,,1.0,,53148,280,5,3.4
114,Atlético-GO,Lateral,Natanael,13.48,0.18,2.1,5.85,8,10,,,,1.0,,2.0,,,11.0,,,,,2.0,,,,,2.0,,86264,373,2,0.0
115,Corinthians,Lateral,Fábio Santos,11.22,1.03,6.2,3.75,8,10,,,,,1.0,1.0,,,11.0,,1.0,,,1.0,,,,,,,38229,264,2,0.0
116,Fortaleza,Técnico,Juan Vojvoda,10.52,1.33,9.52,4.59,10,10,,,,,,,,,,,,,,,,,,,,,104754,356,6,0.0
117,Fortaleza,Zagueiro,Titi,9.19,0.91,5.3,3.69,10,10,,,,,,1.0,,,2.0,,1.0,,,1.0,,,,,2.0,,50353,356,3,0.0
118,Bragantino,Goleiro,Cleiton,8.09,-0.8,0.0,3.89,9,10,,,,,,,,,,,,,1.0,,,,,1.0,,,93882,280,1,0.0
119,Flamengo,Atacante,Pedro,11.83,-0.18,2.0,5.68,6,10,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,94583,262,5,0.0
120,Bragantino,Técnico,Maurício Barbieri,13.5,-0.09,2.92,5.11,11,11,,,,,,,,,,,,,,,,,,,,,82792,280,6,0.0
121,Flamengo,Lateral,Filipe Luís,6.94,0.35,2.1,3.32,9,11,,,,,,1.0,,,4.0,,,,,2.0,,,,,,,38750,262,2,0.0
122,Flamengo,Meia,Arrascaeta,12.56,0.02,7.0,6.83,3,11,1.0,,,,1.0,2.0,,,23.0,,,,,2.0,,,1.0,,1.0,,87863,262,4,0.0
123,Santos,Atacante,Marinho,18.98,0.07,7.6,6.82,9,11,1.0,,,,2.0,4.0,,,5.0,1.0,,,,1.0,,,1.0,,7.0,,68952,277,5,0.0
124,Ceará,Meia,Lima,13.65,1.84,14.3,7.39,9,11,,2.0,,1.0,1.0,2.0,,,2.0,,,,,2.0,,,,,1.0,,96340,354,4,0.0
125,Atlético-GO,Goleiro,Fernando Miguel,16.81,-0.26,1.0,5.0,10,11,,,,,,,,,,,,,2.0,,,,,1.0,,,71571,373,1,0.0
126,São Paulo,Zagueiro,Arboleda,8.0,-0.26,4.2,5.6,2,11,,,,,,,,1.0,3.0,,1.0,,,1.0,,,,,2.0,,91573,276,3,0.0
127,Atlético-GO,Lateral,Natanael,13.98,0.5,5.1,5.77,9,11,,1.0,,,,2.0,,,4.0,,,,,,,,,,1.0,,86264,373,2,0.0
128,Bragantino,Atacante,Artur,15.27,-0.54,0.2,6.33,11,11,,,,,2.0,1.0,,,4.0,,,,,1.0,,,1.0,,1.0,,95799,280,5,0.0
129,Palmeiras,Zagueiro,Gustavo Gómez,11.32,0.31,7.0,4.93,3,11,1.0,,,,,,,,5.0,,,,,,,,,,1.0,,71684,275,3,0.0
130,Palmeiras,Meia,Gustavo Scarpa,15.22,1.49,9.4,6.91,11,11,,1.0,,2.0,2.0,3.0,,,6.0,,,,,,,,,,1.0,,87999,275,4,0.0
131,Flamengo,Atacante,Pedro,12.68,0.85,13.2,5.81,7,11,,1.0,,2.0,,,,,3.0,,,,,1.0,,,,,3.0,,94583,262,5,13.2
132,Flamengo,Zagueiro,Willian Arão,11.48,0.76,6.9,4.55,10,12,,,,,1.0,1.0,,,4.0,,1.0,,,1.0,,,,,,,78478,262,3,0.0
133,Palmeiras,Meia,Raphael Veiga,13.08,-1.06,0.2,5.67,12,12,,,,1.0,1.0,,,,3.0,,,,,,,,,,3.0,,94509,275,4,0.0
134,São Paulo,Zagueiro,Arboleda,8.04,0.04,3.6,4.93,3,12,,,,,,,,,4.0,,,,,4.0,,,,,,,91573,276,3,0.0
135,Corinthians,Atacante,Jô,8.09,0.77,5.1,4.84,9,12,,,1.0,1.0,,3.0,,,6.0,,,,,1.0,,,,,2.0,,38138,264,5,0.0
136,Palmeiras,Lateral,Viña,9.31,0.81,6.7,5.6,4,12,,,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,98974,275,2,0.0
137,Palmeiras,Goleiro,Weverton,15.61,-2.84,6.0,6.25,2,12,,,,,,,,,,,1.0,,1.0,,,,,,,,71631,275,1,0.0
138,Internacional,Meia,Edenílson,17.9,0.21,2.1,5.46,11,12,,,,2.0,2.0,2.0,,,9.0,,,,,1.0,,,1.0,,2.0,,63289,285,4,0.0
139,Athlético-PR,Lateral,Nicolas,5.32,-0.03,0.8,2.83,3,12,,,,,,1.0,,,7.0,,,,,2.0,,,,,2.0,,95127,293,2,0.0
140,Palmeiras,Técnico,Abel Ferreira,12.23,0.36,6.24,4.89,12,12,,,,,,,,,,,,,,,,,,,,,110506,275,6,0.0
141,Santos,Atacante,Marinho,18.58,-0.4,8.8,6.58,10,12,,,,1.0,1.0,7.0,,,6.0,,,,,2.0,,,1.0,,1.0,,68952,277,5,8.8
142,Bragantino,Atacante,Helinho,13.54,0.26,1.5,4.69,10,12,,,,1.0,1.0,1.0,,,5.0,,,,,,,,,,1.0,,102598,280,5,0.0
143,Flamengo,Meia,Arrascaeta,13.39,0.83,9.7,7.55,4,12,,1.0,,,1.0,2.0,,1.0,6.0,1.0,,,,3.0,,,,,,,87863,262,4,0.0
144,Atlético-MG,Lateral,Dodô,6.43,0.16,1.4,3.42,4,13,,,,,,,,,11.0,,1.0,,,1.0,,,1.0,,3.0,,68727,282,2,0.0
145,Santos,Atacante,Marinho,17.86,-0.72,0.6,6.01,11,13,,,1.0,,1.0,1.0,,1.0,10.0,,,,,,,,1.0,,1.0,,68952,277,5,0.6
146,Grêmio,Atacante,Diego Souza,11.71,-0.04,-0.5,1.59,10,13,,,,,,,,1.0,,,,,,,,,,,,,68911,284,5,0.0
147,Athlético-PR,Meia,Nikão,10.08,1.34,7.1,6.11,8,13,,,,2.0,,5.0,,,8.0,,,,,3.0,,,,,,,69705,293,4,0.0
148,Fortaleza,Meia,Éderson,13.57,0.93,7.9,7.25,12,13,,,,1.0,1.0,5.0,,,6.0,,,,,4.0,,,,,,,103099,356,4,0.0
149,Palmeiras,Goleiro,Weverton,16.03,0.42,7.0,6.5,3,13,,,,,,,,,,,1.0,,2.0,,,,,,,,71631,275,1,0.0
150,Palmeiras,Meia,Gustavo Scarpa,14.2,-0.98,0.7,6.45,13,13,,,,,,1.0,,,8.0,,,,,1.0,,,,,,,87999,275,4,0.0
151,Flamengo,Atacante,Gabriel,18.57,-3.44,2.0,13.9,2,13,,,,3.0,,,,,6.0,,,,,,,,,,2.0,,83257,262,5,0.0
152,Bragantino,Zagueiro,Léo Ortiz,8.03,0.44,1.1,3.46,8,13,,,,,,1.0,,,4.0,,,,,1.0,,,,,,,97867,280,3,0.0
153,Santos,Lateral,Felipe Jonatan,10.01,1.62,6.2,3.88,11,13,,,1.0,,,1.0,,,13.0,,,,,4.0,,,,,,,101708,277,2,0.0
154,Fortaleza,Técnico,Juan Vojvoda,10.62,0.46,5.55,4.75,13,13,,,,,,,,,,,,,,,,,,,,,104754,356,6,0.0
155,Palmeiras,Zagueiro,Gustavo Gómez,11.37,-0.03,4.5,5.04,5,13,,,,,,1.0,,,,,1.0,,,,,,,,2.0,,71684,275,3,0.0
156,Flamengo,Atacante,Gabriel,19.18,0.61,6.8,11.53,3,14,,1.0,,1.0,1.0,1.0,,,7.0,,,,,,,,,,,,83257,262,5,0.0
157,Atlético-MG,Meia,Nacho Fernández,11.76,0.11,2.7,5.31,7,14,,,,,2.0,,,,14.0,1.0,,,,2.0,,,,,1.0,,94916,282,4,0.0
158,Palmeiras,Meia,Gustavo Scarpa,14.05,-0.15,1.4,6.09,14,14,,,,1.0,1.0,2.0,,,6.0,,,,,,,,,,2.0,,87999,275,4,0.0
159,Bragantino,Técnico,Maurício Barbieri,14.04,0.6,6.0,4.86,14,14,,,,,,,,,,,,,,,,,,,,,82792,280,6,0.0
160,Flamengo,Meia,Arrascaeta,13.93,-0.37,8.4,8.42,6,14,,1.0,,2.0,,1.0,,,10.0,,,,,4.0,,,1.0,,1.0,,87863,262,4,0.0
161,Internacional,Goleiro,Daniel,7.74,1.56,9.0,4.54,12,14,,,,,,,,,,,1.0,,4.0,,,,,,,,96468,285,1,0.0
162,Bragantino,Atacante,Ytalo,14.76,-0.44,0.2,5.37,14,14,,,,,2.0,1.0,,1.0,9.0,,,,,,,,,,1.0,,53148,280,5,0.0
163,Atlético-MG,Atacante,Savarino,7.01,-1.2,0.2,5.55,6,14,,,,,,2.0,,,9.0,,,,,,,,,,,,98672,282,5,0.2
