,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
28,Internacional,Goleiro,Daniel,7.05,0.03,0.0,3.07,13,13,,,,,,,,,,,,,3.0,,,,,3.0,,,96468,285,1,0.0
29,Corinthians,Zagueiro,Raul Gustavo,8.5,1.1,7.1,5.08,11,13,,,,,,,,,3.0,,1.0,,,2.0,,,,,,,109389,264,3,0.0
30,Santos,Atacante,Marcos Leonardo,13.73,-0.86,10.7,7.6,10,13,,1.0,,1.0,1.0,6.0,,,2.0,,,,,1.0,,,,,1.0,,109497,277,5,0.0
31,Internacional,Atacante,Wanderson,4.1,-0.24,0.0,3.53,10,13,,,,,1.0,,,,2.0,,,,,,,,,,2.0,,93478,285,5,0.0
32,Internacional,Zagueiro,Mercado,5.89,-1.13,-3.5,2.66,11,13,,,,,,,,1.0,1.0,,,,,,,1.0,,,1.0,,72951,285,3,0.0
33,Fortaleza,Lateral,Juninho Capixaba,6.8,1.74,9.9,3.85,10,13,,,,1.0,,1.0,,,13.0,,1.0,,,4.0,,,,,1.0,,94968,356,2,0.0
34,Flamengo,Meia,Gomes,11.25,0.24,5.3,4.87,9,13,,,,,1.0,1.0,,,2.0,,,,,4.0,,,,,2.0,,107109,262,4,0.0
35,Internacional,Lateral,Moisés,4.85,-1.89,-1.1,3.1,4,13,,,,,1.0,1.0,,,8.0,,,,,,,,1.0,,2.0,,90444,285,2,0.0
36,Athlético-PR,Atacante,Pablo,6.12,-1.06,3.4,4.86,8,12,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,69138,293,5,0.0
37,Palmeiras,Zagueiro,Gustavo Gómez,18.03,1.39,22.1,9.7,7,12,2.0,,,2.0,1.0,1.0,,,6.0,,,,,3.0,,,,,2.0,,71684,275,3,0.0
38,Flamengo,Zagueiro,Pablo,7.3,0.56,5.9,3.38,6,12,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,69165,262,3,0.0
39,Flamengo,Técnico,Dorival Júnior,8.32,0.93,7.6,4.08,11,12,,,,,,,,,,,,,,,,,,,,,40990,262,6,0.0
40,Flamengo,Goleiro,Diego Alves,7.43,1.25,6.0,2.0,2,12,,,,,,,,,,,1.0,,1.0,,,,,,,,38509,262,1,0.0
41,Palmeiras,Lateral,Piquerez,7.95,-0.54,4.0,7.2,7,12,,,,1.0,1.0,1.0,,,6.0,,,,,2.0,,,,,1.0,,102130,275,2,0.0
42,Flamengo,Lateral,Matheuzinho,7.77,1.29,7.7,4.76,8,12,,,,,,,,,9.0,,1.0,,,3.0,,,,,,,101727,262,2,0.0
43,Athlético-PR,Meia,Terans,11.01,2.56,13.7,5.11,11,12,1.0,,,,6.0,1.0,,,7.0,,,,,2.0,,,1.0,,1.0,,102878,293,4,0.0
44,Palmeiras,Meia,Gustavo Scarpa,11.91,0.66,9.1,7.88,10,12,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,87999,275,4,0.0
45,Flamengo,Meia,Arrascaeta,19.13,-0.2,19.8,9.17,8,12,,1.0,1.0,,2.0,3.0,,,12.0,,,,,,,,,,,,87863,262,4,19.8
46,Palmeiras,Atacante,Rony,11.45,-0.85,3.2,6.53,11,12,,,,1.0,2.0,,,,2.0,,,,,1.0,,,,,2.0,,91607,275,5,0.0
47,Flamengo,Atacante,Gabriel,10.9,1.47,9.4,3.29,10,12,1.0,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,1.0,,83257,262,5,0.0
48,Atlético-MG,Atacante,Hulk,20.38,-1.04,4.2,8.28,9,11,,,1.0,,,2.0,,1.0,6.0,,,,,1.0,,,,,1.0,,39148,282,5,0.0
49,São Paulo,Atacante,Calleri,25.57,-1.79,4.0,9.15,11,11,,,,,1.0,3.0,,2.0,10.0,,,,,1.0,,,,,1.0,,89840,276,5,4.0
50,Atlético-MG,Lateral,Guilherme Arana,11.29,-1.87,0.8,3.98,6,11,,,,,2.0,,,,7.0,,,,,1.0,,,1.0,,1.0,,87228,282,2,0.0
51,Palmeiras,Meia,Gustavo Scarpa,11.25,-1.81,6.1,7.74,9,11,,,,2.0,3.0,3.0,,2.0,12.0,,,,,1.0,,,,,,,87999,275,4,0.0
52,Goiás,Técnico,Jair Ventura,5.08,-0.13,2.08,3.41,10,11,,,,,,,,,,,,,,,,,,,,,92180,290,6,0.0
53,São Paulo,Goleiro,Jandrei,8.14,1.74,9.5,2.77,11,11,,,,,,1.0,,,,,1.0,,4.0,,,,,,,,86508,276,1,0.0
54,São Paulo,Zagueiro,Miranda,6.53,1.0,6.0,4.3,3,11,,,,,,1.0,,,6.0,,1.0,,,2.0,,,1.0,,1.0,,38141,276,3,0.0
55,Fluminense,Lateral,Cris Silva,9.46,-1.21,0.8,4.88,5,11,,,,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,89668,266,2,0.0
56,Corinthians,Zagueiro,Raul Gustavo,8.22,0.53,6.3,5.29,9,11,,,,,,1.0,,,4.0,,1.0,,,1.0,,,,,,,109389,264,3,0.0
57,Atlético-MG,Meia,Nacho Fernández,12.52,0.02,4.6,6.48,9,11,,,,,,1.0,,,7.0,,,,,4.0,,,,,,,94916,282,4,0.0
58,Fluminense,Atacante,Luiz Henrique,9.43,-2.17,4.4,6.27,11,11,,,1.0,,,1.0,,,3.0,,,,,1.0,,,,,,,109282,266,5,0.0
59,Corinthians,Meia,Adson,9.53,2.45,14.2,5.7,7,11,1.0,,,,1.0,2.0,,,4.0,,,,,4.0,,,,,,,111682,264,4,0.0
60,São Paulo,Atacante,Calleri,27.36,1.84,11.8,9.87,10,10,1.0,,,1.0,2.0,2.0,,,9.0,,,,,1.0,,,,,1.0,,89840,276,5,0.0
61,Palmeiras,Zagueiro,Murilo,9.1,-0.29,5.3,5.27,9,10,,,,,1.0,,,,2.0,,1.0,,,,,,,,1.0,,97653,275,3,0.0
62,Palmeiras,Lateral,Marcos Rocha,9.45,0.13,6.5,6.46,8,10,,,,,,,,,21.0,,1.0,,,3.0,,,,,,,63013,275,2,0.0
63,Palmeiras,Técnico,Abel Ferreira,13.15,0.55,9.06,6.77,9,10,,,,,,,,,,,,,,,,,,,,,110506,275,6,0.0
64,Coritiba,Atacante,Igor Paixão,15.44,0.03,12.2,7.87,9,10,,,,,,3.0,,,1.0,,,,,5.0,,,1.0,,1.0,,104530,294,5,12.2
65,Palmeiras,Meia,Gustavo Scarpa,13.06,3.04,20.8,7.95,8,10,1.0,2.0,,,2.0,3.0,,,3.0,,,,,,,,,,,,87999,275,4,0.0
66,Fortaleza,Meia,Yago Pikachu,11.81,2.47,15.4,5.58,8,10,1.0,,,,1.0,5.0,,,7.0,,,,,4.0,,,,,,,80196,356,4,0.0
67,Fortaleza,Goleiro,Marcelo Boeck,3.1,-0.38,0.0,1.88,4,10,,,,,,,,,,,,,1.0,,,,,1.0,,,37788,356,1,0.0
68,Atlético-MG,Lateral,Mariano,7.54,-1.15,1.2,5.82,5,10,,,,,,1.0,,,14.0,,,,,2.0,,,,,1.0,,38877,282,2,0.0
69,Santos,Atacante,Léo Baptistão ,9.64,0.45,4.3,5.01,9,10,,,,1.0,2.0,4.0,,,5.0,,,,,,,,,,,,81161,277,5,0.0
70,Atlético-MG,Zagueiro,Nathan Silva,8.41,-1.56,-2.3,4.07,6,10,,,,,,,,,1.0,,,,,,,,1.0,,4.0,,95794,282,3,0.0
71,Athlético-PR,Meia,Terans,10.53,2.24,12.5,4.83,9,10,1.0,1.0,,,,,,,5.0,,,,,,,,,,,,102878,293,4,0.0
72,Flamengo,Atacante,Pedro,7.76,-0.29,0.6,3.25,6,9,,,1.0,,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,94583,262,5,0.6
73,Flamengo,Técnico,Paulo Sousa,9.88,-0.05,3.45,4.74,8,9,,,,,,,,,,,,,,,,,,,,,89284,262,6,0.0
74,Palmeiras,Meia,Raphael Veiga,15.94,-0.57,1.0,6.25,7,9,,,,,,2.0,,,,,,,,,,,,,,,94509,275,4,0.0
75,Flamengo,Lateral,Matheuzinho,7.6,0.83,5.7,6.08,5,9,,,,,1.0,,,,11.0,,,,,5.0,,,,,,,101727,262,2,0.0
76,Flamengo,Zagueiro,Rodrigo Caio,6.44,0.27,2.1,2.53,4,9,,,,,,2.0,,,1.0,,,,,1.0,,,,,,,73800,262,3,0.0
77,Flamengo,Meia,Everton Ribeiro,9.84,2.39,13.5,5.01,8,9,1.0,,1.0,,,4.0,,,7.0,,,,,1.0,,,,,,,51772,262,4,0.0
78,Atlético-MG,Atacante,Hulk,20.11,-1.99,1.0,8.56,7,9,,,,,1.0,2.0,,1.0,4.0,,,,,,,,,,1.0,,39148,282,5,0.0
79,Athlético-PR,Meia,Terans,8.29,-0.07,0.2,3.87,8,9,,,,,1.0,1.0,,1.0,10.0,,,,,,,,,,,,102878,293,4,0.0
80,Palmeiras,Zagueiro,Luan,7.47,-0.53,7.5,7.5,1,9,,,,,,,,,5.0,,1.0,,,3.0,,,,,2.0,,80692,275,3,0.0
81,Flamengo,Goleiro,Hugo Souza,4.45,-0.38,2.0,2.18,8,9,,,,,,,,,,,,,4.0,,,,,2.0,,,101574,262,1,0.0
82,Bragantino,Lateral,Luan Cândido,7.08,-0.26,3.0,4.64,5,9,,,1.0,,,1.0,,,11.0,,,,,1.0,,,,,2.0,,100848,280,2,0.0
83,São Paulo,Atacante,Calleri,25.52,-2.88,-2.3,9.66,9,9,,,,1.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,4.0,,89840,276,5,0.0
84,Fluminense,Atacante,Cano,11.89,0.89,14.0,7.0,1,1,,,,4.0,3.0,,,,2.0,,,,,,,,,,,,79631,266,5,14.0
85,Atlético-MG,Técnico,Antonio Mohamed,10.48,2.48,7.87,7.87,1,1,,,,,,,,,,,,,,,,,,,,,71071,282,6,0.0
86,Palmeiras,Lateral,Jorge,1.12,-4.88,-4.3,-4.3,1,1,,,,,,,,,3.0,,,,,,1.0,,1.0,,,,88065,275,2,0.0
87,São Paulo,Atacante,Calleri,25.83,13.83,27.1,27.1,1,1,3.0,,,,1.0,4.0,,2.0,4.0,,,,,1.0,,,,,1.0,,89840,276,5,0.0
88,Palmeiras,Meia,Gustavo Scarpa,8.92,0.92,5.5,5.5,1,1,,,,3.0,1.0,3.0,,,13.0,,,,,1.0,,,,,1.0,,87999,275,4,0.0
89,Ceará,Meia,Vina,4.62,-0.38,2.0,2.0,1,1,,,1.0,,1.0,3.0,,,12.0,,,,,1.0,,1.0,,,1.0,,71162,354,4,0.0
90,Fluminense,Zagueiro,David Braz,8.59,1.59,6.0,6.0,1,1,,,,,3.0,1.0,,,7.0,,1.0,,,,,,,,4.0,,50317,266,3,0.0
91,Atlético-MG,Atacante,Keno,9.25,0.25,5.0,5.0,1,1,,,,,2.0,1.0,,,4.0,,,,,3.0,,,,,1.0,,86485,282,5,0.0
92,Fluminense,Meia,Yago Felipe,8.39,-1.61,2.7,2.7,1,1,,,,,,2.0,,,7.0,,,,,2.0,,,,,,,87747,266,4,0.0
93,Fluminense,Lateral,Calegari,9.25,2.25,7.0,7.0,1,1,,,,,,1.0,,,6.0,,1.0,,,2.0,,,,,1.0,,104276,266,2,0.0
94,Palmeiras,Zagueiro,Murilo,6.01,-1.99,1.1,1.1,1,1,,,,,2.0,,,,2.0,,,,,,,,,,1.0,,97653,275,3,0.0
95,São Paulo,Goleiro,Jandrei,7.93,0.93,5.0,5.0,1,1,,,,,,,,,,,1.0,,,,,,,,,,86508,276,1,0.0
96,América-MG,Técnico,Vagner Mancini,5.33,1.39,6.46,6.46,1,2,,,,,,,,,,,,,,,,,,,,,39850,327,6,0.0
97,Coritiba,Atacante,Igor Paixão,11.75,1.18,3.8,7.4,2,2,,,,1.0,1.0,7.0,,,7.0,,,,,,,,1.0,,,,104530,294,5,0.0
98,Corinthians,Goleiro,Cássio,10.44,2.51,11.0,6.5,2,2,,,,,,,,,,,1.0,,6.0,,,,,,,,42234,264,1,0.0
99,Flamengo,Meia,Gomes,13.25,3.94,11.5,9.8,2,2,,1.0,,,,7.0,,,2.0,,,,,4.0,,,1.0,,2.0,,107109,262,4,0.0
100,Corinthians,Zagueiro,João Victor,5.5,1.8,6.9,3.75,2,2,,,,,,1.0,,,4.0,,1.0,,,2.0,,,,,2.0,,104250,264,3,0.0
101,Palmeiras,Lateral,Piquerez,4.47,-0.53,2.6,2.6,1,2,,,,,,1.0,,,15.0,,,,,3.0,,,,,,,102130,275,2,0.0
102,América-MG,Lateral,Patric,5.84,0.49,3.3,3.2,2,2,,,,2.0,1.0,,,,7.0,,,,,2.0,,,1.0,,2.0,,60969,327,2,0.0
103,Ceará,Atacante,Mendoza,11.69,0.53,3.4,6.65,2,2,,,,2.0,1.0,3.0,,,7.0,,,,,,,,,,2.0,,90031,354,5,0.0
104,Corinthians,Zagueiro,Raul Gustavo,4.17,1.53,5.8,2.9,2,2,,,,,,3.0,,,4.0,,1.0,,,,,,,,1.0,,109389,264,3,0.0
105,São Paulo,Atacante,Calleri,29.11,3.28,10.1,18.6,2,2,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,1.0,,89840,276,5,0.0
106,Flamengo,Meia,Arrascaeta,20.8,4.68,38.2,13.25,2,2,1.0,,1.0,1.0,2.0,6.0,,,7.0,,,,,3.0,,,,,2.0,,87863,262,4,38.2
107,Botafogo,Meia,Chay,11.42,-1.2,-0.5,5.3,2,2,,,,,1.0,1.0,,,2.0,,,,,,,,1.0,,2.0,,104926,263,4,0.0
108,Palmeiras,Meia,Raphael Veiga,18.76,2.99,15.6,8.97,3,3,,2.0,,1.0,1.0,2.0,,,7.0,,,,,3.0,,,,,1.0,,94509,275,4,0.0
109,Avaí,Técnico,Eduardo Barroca,6.87,0.66,4.46,4.22,3,3,,,,,,,,,,,,,,,,,,,,,77774,314,6,0.0
110,Flamengo,Atacante,Pedro,8.5,0.15,3.8,2.7,3,3,,,,1.0,2.0,1.0,,1.0,3.0,,,,,1.0,,,,,1.0,,94583,262,5,0.0
111,Fluminense,Atacante,Cano,10.01,-0.45,2.5,3.53,3,3,,,,1.0,2.0,1.0,,3.0,5.0,,,,,,,,,,,,79631,266,5,0.0
112,Fluminense,Zagueiro,Nino,14.47,0.34,7.1,7.3,3,3,,,,,1.0,2.0,,,4.0,,,,,5.0,,,,,1.0,,91708,266,3,0.0
113,Goiás,Goleiro,Tadeu,3.57,-1.35,-2.0,1.0,3,3,,,,,,,,,,,,,1.0,,,,,3.0,,,82453,290,1,0.0
114,Atlético-MG,Zagueiro,Godín,6.05,-0.95,3.8,3.8,1,3,,,,,,2.0,,,2.0,,,,,3.0,,,,,2.0,,69299,282,3,0.0
115,Flamengo,Meia,Gomes,12.32,-0.93,2.9,7.5,3,3,,,,,,2.0,,,5.0,,,,,2.0,,,,,,,107109,262,4,0.0
116,Atlético-MG,Atacante,Hulk,21.19,-1.86,11.2,12.25,2,3,,1.0,,1.0,2.0,,,,6.0,,,,,,,,1.0,,2.0,,39148,282,5,11.2
117,Bragantino,Meia,Jadsom Silva,4.94,-0.82,1.1,3.3,3,3,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,103695,280,4,0.0
118,Flamengo,Lateral,Isla,5.27,-1.92,-2.1,2.75,2,3,,,,,,,,,11.0,,,,,,,,,,,1.0,69345,262,2,0.0
119,Atlético-MG,Lateral,Mariano,7.66,-0.05,3.9,5.55,2,3,,,,,,,,,9.0,,,,,4.0,,,,,,,38877,282,2,0.0
120,Ceará,Meia,Vina,3.84,-0.78,1.1,1.55,2,4,,,,,,1.0,,1.0,5.0,,,,,1.0,,,,,,,71162,354,4,0.0
121,Internacional,Goleiro,Daniel,7.78,1.48,9.0,4.5,4,4,,,,,,,,,,,1.0,,4.0,,,,,,,,96468,285,1,0.0
122,Corinthians,Lateral,Lucas Piton,16.44,1.38,7.9,9.08,4,4,,,,,,,,,13.0,,1.0,,,4.0,,,,,2.0,,105584,264,2,0.0
123,Internacional,Técnico,Mano Menezes,7.27,1.15,6.51,6.41,2,4,,,,,,,,,,,,,,,,,,,,,37281,285,6,0.0
124,Corinthians,Zagueiro,Gil,6.78,-0.22,6.6,6.6,1,4,,,,1.0,,,,,5.0,,1.0,,,1.0,,,,,1.0,,68923,264,3,0.0
125,Internacional,Atacante,Alemão,6.59,-0.48,2.7,5.12,4,4,,,,,1.0,2.0,,,3.0,,,,,2.0,,,,,4.0,,98219,285,5,0.0
126,Atlético-MG,Meia,Zaracho,14.53,-2.2,1.9,7.43,3,4,,,,1.0,1.0,2.0,,,5.0,,,,,,,,,,2.0,,100079,282,4,0.0
127,Corinthians,Atacante,Róger Guedes,16.88,-0.47,4.2,8.32,4,4,,,,1.0,,3.0,,,6.0,,,,,,,,,,,,89898,264,5,4.2
128,Atlético-MG,Atacante,Hulk,21.06,-0.13,6.5,10.33,3,4,1.0,,,,,1.0,,1.0,6.0,,,,,,,,1.0,,1.0,,39148,282,5,0.0
129,Internacional,Meia,Edenílson,11.8,0.34,5.3,5.5,3,4,,,1.0,,2.0,1.0,,,6.0,,,,,2.0,,,1.0,,2.0,,63289,285,4,0.0
130,Internacional,Zagueiro,Mercado,8.31,1.08,8.5,5.25,4,4,,,,,,3.0,,,4.0,,1.0,,,2.0,,,,,,,72951,285,3,0.0
131,Internacional,Lateral,Renê,8.03,1.93,11.2,7.63,3,4,,,,,,1.0,,,12.0,,1.0,,,6.0,,,,,1.0,,78445,285,2,0.0
132,Palmeiras,Goleiro,Weverton,9.85,-1.54,0.0,3.25,4,5,,,,,,,,,,,,,1.0,,,,,1.0,,,71631,275,1,0.0
133,Palmeiras,Atacante,Rony,9.47,-0.66,2.9,5.3,4,5,,,,1.0,1.0,2.0,,1.0,3.0,,,,,1.0,,,,,3.0,,91607,275,5,0.0
134,Atlético-GO,Meia,Marlon Freitas,7.25,0.26,4.3,5.08,5,5,,,,,1.0,,,1.0,9.0,,,,,4.0,,,,,1.0,,93790,373,4,0.0
135,Flamengo,Atacante,Gabriel,10.45,-0.53,5.0,3.0,4,5,,,,1.0,2.0,1.0,,4.0,4.0,,,,,,,,,,,,83257,262,5,5.0
136,Palmeiras,Meia,Raphael Veiga,16.92,-1.84,3.9,7.7,4,5,,,,,3.0,3.0,,,9.0,,,,,1.0,,,,,1.0,,94509,275,4,0.0
137,Palmeiras,Lateral,Piquerez,6.5,-0.56,3.0,5.3,3,5,,,,,,,,,6.0,,,,,3.0,,,,,,,102130,275,2,0.0
138,Santos,Lateral,Madson,8.54,0.95,4.4,4.08,5,5,,1.0,,,,1.0,,,5.0,,,,,,,,,,2.0,,78077,277,2,0.0
139,Flamengo,Meia,Arrascaeta,19.12,-0.36,6.8,9.78,4,5,,,,1.0,2.0,3.0,,1.0,10.0,,,,,3.0,,,,,,,87863,262,4,0.0
140,Palmeiras,Zagueiro,Murilo,6.58,-0.87,1.0,3.35,4,5,,,,,,,,,2.0,,,,,1.0,,,,,,,97653,275,3,0.0
141,Santos,Zagueiro,Velázquez,7.0,0.48,4.2,3.58,4,5,,,,,,,,,6.0,,,,,4.0,,,,,,,90012,277,3,0.0
142,Atlético-GO,Técnico,Umberto Louzer,5.59,-0.11,2.51,3.09,5,5,,,,,,,,,,,,,,,,,,,,,101077,373,6,0.0
143,Flamengo,Atacante,Bruno Henrique,16.69,-1.28,9.6,10.4,2,5,,,,2.0,1.0,2.0,,2.0,4.0,,,,,5.0,,,,,,,90285,262,5,0.0
144,Botafogo,Lateral,Saravia,7.55,0.62,5.1,3.8,6,6,,,,,,1.0,,,14.0,,,,,5.0,,,,,,,96725,263,2,0.0
145,Corinthians,Zagueiro,Raul Gustavo,9.1,1.35,11.5,6.42,6,6,1.0,,,,1.0,1.0,,,2.0,,,,,2.0,,,,,,,109389,264,3,0.0
146,Flamengo,Atacante,Gabriel,9.77,-0.68,0.3,2.46,5,6,,,,,,,,,3.0,,,,,1.0,,,,,2.0,,83257,262,5,0.0
147,Palmeiras,Meia,Gustavo Scarpa,9.16,1.11,9.3,5.38,4,6,,1.0,,1.0,1.0,2.0,,,11.0,,,,,2.0,,,,,,,87999,275,4,0.0
148,Atlético-MG,Atacante,Hulk,21.9,1.31,22.2,9.3,5,6,1.0,,,1.0,1.0,2.0,,1.0,4.0,,,,,1.0,,,,,2.0,,39148,282,5,22.2
149,Santos,Atacante,Marcos Leonardo,12.2,-0.13,5.3,7.32,6,6,,,,,3.0,2.0,,1.0,1.0,,,,,2.0,,,,,1.0,,109497,277,5,0.0
150,Botafogo,Goleiro,Gatito Fernández,6.59,-1.34,2.0,4.75,4,6,,,,,,,,,,,,,3.0,,,,,1.0,,,74061,263,1,0.0
151,Flamengo,Meia,Gomes,13.02,0.91,7.7,6.84,5,6,,,,1.0,,5.0,,,2.0,,,,,5.0,,,,,6.0,,107109,262,4,0.0
152,Fluminense,Técnico,Fernando Diniz,7.98,0.34,4.2,3.32,2,6,,,,,,,,,,,,,,,,,,,,,72391,266,6,0.0
153,Atlético-MG,Meia,Zaracho,14.08,-0.58,1.9,5.58,5,6,,,,,,3.0,,,8.0,,,,,2.0,,,,,4.0,,100079,282,4,0.0
154,Corinthians,Lateral,Rafael Ramos,8.19,0.42,4.7,5.76,5,6,,,,,,,,,7.0,,,,,5.0,,,,,2.0,,93236,264,2,0.0
155,Atlético-MG,Zagueiro,Nathan Silva,10.19,0.53,6.4,5.25,4,6,,,,1.0,,,,,3.0,,1.0,,,2.0,,,1.0,,3.0,,95794,282,3,0.0
156,Santos,Lateral,Lucas Pires,10.85,0.54,6.2,5.07,7,7,,,,,1.0,,,,20.0,,1.0,,,2.0,,,,,,,114374,277,2,0.0
157,Flamengo,Técnico,Paulo Sousa,10.01,0.27,5.78,5.06,6,7,,,,,,,,,,,,,,,,,,,,,89284,262,6,0.0
158,Flamengo,Atacante,Gabriel,9.96,0.19,2.9,2.53,6,7,,,,1.0,1.0,3.0,,,3.0,,,,,,,,,,1.0,,83257,262,5,0.0
159,Santos,Atacante,Marcos Leonardo,11.62,-0.58,2.4,6.62,7,7,,,,,3.0,1.0,,1.0,4.0,,,,,,,,,,,,109497,277,5,0.0
160,Flamengo,Zagueiro,Pablo,7.68,0.36,5.4,4.6,3,7,,,,1.0,,,,1.0,4.0,,1.0,,,,,,,,1.0,,69165,262,3,0.0
161,Flamengo,Atacante,Bruno Henrique,15.65,0.14,5.1,7.15,4,7,,,,2.0,1.0,6.0,,,7.0,,,,,1.0,,,1.0,,2.0,,90285,262,5,0.0
162,Santos,Zagueiro,Maicon,14.22,0.53,5.9,6.27,6,7,,,,,,1.0,,,8.0,,1.0,,,1.0,,,,,,,71227,277,3,0.0
