,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
15,Palmeiras,Meia,Patrick de Paula,3.77,-0.82,1.4,0.5,2,2,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,107172,275,4,0.0
16,Internacional,Lateral,Saravia,6.19,-0.98,2.3,1.3,2,2,,,,,,,,,2.0,,,,,3.0,,,,,1.0,,96725,285,2,0.0
17,Sport,Atacante,Mikael,3.05,-0.78,0.4,0.45,2,2,,,,,,1.0,,,1.0,,,,,,,,,,,,102299,292,5,0.0
18,Santos,Zagueiro,Luan Peres,4.14,-2.33,-2.0,-0.35,2,2,,,,,,2.0,,,10.0,,,,,1.0,,,1.0,,2.0,,84847,277,3,0.0
19,Atlético-MG,Técnico,Cuca,9.49,0.42,5.66,3.85,2,2,,,,,,,,,,,,,,,,,,,,,42411,282,6,0.0
20,Santos,Atacante,Marcos Guilherme,5.44,1.47,5.6,3.15,2,2,,1.0,,,1.0,,,1.0,2.0,,,,,1.0,,,,,1.0,,83266,277,5,0.0
21,Athlético-PR,Meia,Richard,0.71,-0.89,0.0,-1.35,2,2,,,,,,,,,,,,,,,,,,,,,86711,293,4,0.0
22,Corinthians,Zagueiro,Gil,5.49,-0.29,4.3,1.3,2,2,,,,,,,,,2.0,,1.0,,,,,,,,1.0,,68923,264,3,0.0
23,Juventude,Lateral,Alyson,0.71,-0.68,0.4,-0.8,2,2,,,,1.0,,,,,13.0,,,,,1.0,,,,,1.0,,102330,286,2,0.0
24,Grêmio,Zagueiro,Pedro Geromel,6.9,-2.5,0.7,-0.4,2,3,,,,,,1.0,,,3.0,,,,,1.0,,,,,1.0,,80853,284,3,0.0
25,Santos,Meia,Alison,3.66,0.74,3.0,1.17,3,3,,,,,,4.0,,,5.0,,,,,2.0,,,,,1.0,,73974,277,4,0.0
26,Santos,Técnico,Fernando Diniz,5.9,0.94,4.4,3.05,3,3,,,,,,,,,,,,,,,,,,,,,72391,277,6,0.0
27,Ceará,Zagueiro,Messias,0.74,0.03,1.5,-1.03,3,3,,,,1.0,,,,,7.0,,1.0,,,,,,1.0,,4.0,,87402,354,3,0.0
28,Internacional,Zagueiro,Víctor Cuesta,8.59,0.41,4.1,1.73,3,3,,,,,,,,,4.0,,1.0,,,,,,,,1.0,,79113,285,3,0.0
29,Chapecoense,Goleiro,Tiepo,5.83,2.91,9.0,3.17,3,3,,,,,,,,,,,1.0,,4.0,,,,,,,,98412,315,1,0.0
30,São Paulo,Lateral,Reinaldo,12.12,-1.14,0.1,2.03,3,3,,,,,,1.0,,,9.0,,,,,2.0,,,,,3.0,,78850,276,2,0.0
31,Santos,Atacante,Marinho,18.08,-0.08,10.4,5.3,3,3,,,,,1.0,1.0,,,6.0,,,,,5.0,,,,,1.0,,68952,277,5,10.4
32,Santos,Lateral,Felipe Jonatan,8.88,2.09,8.0,3.2,3,3,,,,,,3.0,,,10.0,,1.0,,,3.0,,,,,1.0,,101708,277,2,0.0
33,Internacional,Atacante,Yuri Alberto,1.47,-0.62,-1.1,-0.9,3,3,,,,2.0,,,,1.0,5.0,,,,,1.0,,,1.0,,3.0,,100652,285,5,0.0
34,Palmeiras,Meia,Felipe Melo,5.71,0.17,2.0,1.33,3,3,,,,1.0,1.0,2.0,,,5.0,,,,,3.0,,,1.0,,3.0,,38545,275,4,0.0
35,Athlético-PR,Meia,Richard,1.08,0.37,2.2,-0.17,3,3,,,,1.0,,1.0,,,5.0,,,,,4.0,,,1.0,,2.0,,86711,293,4,0.0
36,Fluminense,Meia,Nenê,4.1,2.07,7.7,0.78,4,4,1.0,,,,,2.0,,,8.0,,,,,,,,,,1.0,,38913,266,4,0.0
37,São Paulo,Zagueiro,Bruno Alves,8.8,1.99,7.0,2.1,4,4,,,1.0,,,2.0,,,,,,,,3.0,,,,,,,73620,276,3,0.0
38,América-MG,Meia,Gustavo,1.41,-0.26,-0.7,0.13,3,4,,,,,,,,,2.0,,,,,,,,,,1.0,,108201,327,4,0.0
39,Bahia,Goleiro,Matheus Teixeira,1.61,-0.44,-1.0,-0.75,2,4,,,,,,2.0,,,,,,,1.0,,,,1.0,1.0,,,102907,265,1,0.0
40,Palmeiras,Lateral,Victor Luis,6.78,1.3,6.8,3.42,4,4,,,,1.0,,,,,9.0,,1.0,,,2.0,,,,,1.0,,86410,275,2,0.0
41,Internacional,Atacante,Thiago Galhardo,5.17,-1.39,-2.1,-0.73,3,4,,,,,,,,1.0,6.0,,,,,,,,,,2.0,,71844,285,5,0.0
42,Palmeiras,Atacante,Breno Lopes,5.68,1.0,5.0,2.85,2,4,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,93988,275,5,0.0
43,Palmeiras,Zagueiro,Renan,4.13,1.69,6.0,1.9,3,4,,,,,,3.0,,,5.0,,1.0,,,1.0,,,,,2.0,,109963,275,3,0.0
44,São Paulo,Lateral,Reinaldo,11.19,-0.93,0.2,1.57,4,4,,,,,,,,,8.0,,,,,1.0,,,,,,,78850,276,2,0.0
45,Santos,Atacante,Marinho,17.8,-0.28,10.6,5.3,4,4,,,,3.0,2.0,4.0,,,9.0,,,,,,,,,,2.0,,68952,277,5,10.6
46,Grêmio,Meia,Matheus Henrique,7.62,-0.51,-0.4,1.3,3,4,,,,1.0,1.0,1.0,,,4.0,,,,,,,,1.0,,1.0,,100742,284,4,0.0
47,Grêmio,Técnico,Tiago Nunes,5.38,0.1,1.7,1.3,3,4,,,,,,,,,,,,,,,,,,,,,98057,284,6,0.0
48,São Paulo,Atacante,Luciano,8.36,0.02,0.8,0.88,5,5,,,,,,3.0,,,2.0,,,,,,,,,,1.0,,80287,276,5,0.0
49,Palmeiras,Goleiro,Jailson,6.82,1.15,8.0,4.87,4,5,,,,,,,,,,,,1.0,4.0,,,,1.0,1.0,,,72290,275,1,0.0
50,Palmeiras,Meia,Felipe Melo,6.08,0.06,2.4,1.92,5,5,,,,,,,,,1.0,,,,,3.0,,,,,1.0,,38545,275,4,0.0
51,Atlético-MG,Meia,Tchê Tchê,7.37,1.52,7.5,2.72,4,5,1.0,,,,,,,,,,,,,,,,,,1.0,,86686,282,4,0.0
52,Ceará,Zagueiro,Messias,0.75,0.01,-0.3,-0.76,5,5,,,,,1.0,,,,1.0,,,,,,,,,,2.0,,87402,354,3,0.0
53,Atlético-MG,Lateral,Guilherme Arana,8.8,-0.09,4.2,3.52,4,5,,,,,,,,,9.0,,,,,3.0,,,,,,,87228,282,2,4.2
54,Internacional,Zagueiro,Lucas Ribeiro,0.75,0.01,-0.3,-1.1,3,5,,,,,,1.0,,,3.0,,,,,3.0,,,1.0,,3.0,,103088,285,3,0.0
55,Palmeiras,Técnico,Abel Ferreira,10.87,0.17,4.64,4.15,5,5,,,,,,,,,,,,,,,,,,,,,110506,275,6,0.0
56,São Paulo,Lateral,Welington ,2.97,-0.22,1.0,2.15,2,5,,,,,,2.0,,,20.0,,,,,3.0,,,,,2.0,,106824,276,2,0.0
57,Palmeiras,Atacante,Rony,7.12,0.0,0.0,1.07,3,5,,,,,,,,,,,,,,,,,,,,,91607,275,5,0.0
58,Internacional,Atacante,Thiago Galhardo,5.89,0.72,2.7,0.13,4,5,,,,,1.0,2.0,,,6.0,,,,,2.0,,,,,1.0,,71844,285,5,0.0
59,Atlético-MG,Meia,Hyoran,7.66,1.39,6.5,3.3,5,5,,1.0,,,2.0,,,,11.0,,,,,1.0,,,,,,,85931,282,4,0.0
60,Internacional,Zagueiro,Lucas Ribeiro,1.13,0.38,3.6,0.07,4,6,,,,,,,,,4.0,,,,,5.0,,,,,2.0,,103088,285,3,0.0
61,Flamengo,Atacante,Pedro,12.81,0.14,9.4,8.8,2,6,,1.0,,,2.0,2.0,,,2.0,,,,,2.0,,,,,,,94583,262,5,0.0
62,Bahia,Goleiro,Matheus Teixeira,3.35,-0.73,2.0,2.38,4,6,,,,,,,,,,,,,3.0,,,,,1.0,,,102907,265,1,0.0
63,Palmeiras,Zagueiro,Renan,4.01,1.49,4.9,1.54,5,6,,,,,1.0,,,,9.0,,,,,5.0,,,,,,,109963,275,3,0.0
64,Athlético-PR,Atacante,Vitinho,5.03,-0.11,0.8,1.52,5,6,,,,1.0,,,,,4.0,,,,,,,,,,,,101960,293,5,0.0
65,Bragantino,Meia,Raul,6.85,0.06,3.0,4.95,4,6,,,,,1.0,1.0,,,3.0,,,,,2.0,,,,,,,92496,280,4,0.0
66,Atlético-MG,Meia,Jair,7.42,-0.58,-0.7,3.7,5,6,,,,,,,,,2.0,,,,,,,,,,1.0,,81091,282,4,0.0
67,Sport,Lateral,Hayner,4.55,-0.05,0.6,2.07,6,6,,,,,,2.0,,,9.0,,,,,1.0,,,,,1.0,,91856,292,2,0.0
68,Corinthians,Meia,Gabriel,9.14,1.4,7.2,5.44,5,6,,,,,2.0,,,,4.0,,,,,6.0,,,,,,,78605,264,4,0.0
69,Atlético-MG,Lateral,Guga,9.2,-0.01,1.5,5.0,5,6,,,,,,1.0,,,5.0,,,,,2.0,,,,,1.0,,101319,282,2,0.0
70,Atlético-MG,Técnico,Cuca,10.75,-0.23,2.1,4.37,6,6,,,,,,,,,,,,,,,,,,,,,42411,282,6,0.0
71,Bahia,Atacante,Gilberto,13.99,-0.67,1.0,7.77,6,6,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,61188,265,5,1.0
72,Palmeiras,Atacante,Rony,6.08,-0.2,0.1,0.6,5,7,,,,1.0,1.0,,,1.0,4.0,,,,,,,,,,2.0,,91607,275,5,0.0
73,Atlético-MG,Lateral,Guilherme Arana,7.62,-0.04,-0.1,1.97,6,7,,,,1.0,,1.0,,1.0,18.0,,,,,4.0,,,1.0,,3.0,,87228,282,2,0.0
74,Flamengo,Atacante,Vitinho,7.9,0.29,3.8,4.48,5,7,,,,,,4.0,,,17.0,,,,,4.0,,,,,1.0,,78435,262,5,0.0
75,São Paulo,Lateral,Daniel Alves,7.41,-1.06,-2.7,-1.1,2,7,,,,,,,,1.0,17.0,,,,,1.0,,,,,3.0,,38939,276,2,0.0
76,Fluminense,Zagueiro,Nino,10.06,-0.15,1.2,4.06,5,7,,,,,,2.0,,,3.0,,,,,1.0,,,,,1.0,,91708,266,3,0.0
77,Flamengo,Meia,Gomes,3.51,1.12,3.5,0.1,3,7,,,,,1.0,2.0,,,8.0,,,,,3.0,,,,,1.0,,107109,262,4,0.0
78,Sport,Meia,Marcão Silva,3.89,1.2,3.6,0.67,7,7,,,,,,1.0,,,4.0,,,,,4.0,,,,,1.0,,78856,292,4,0.0
79,Fluminense,Técnico,Roger Machado ,8.58,0.27,2.49,3.18,7,7,,,,,,,,,,,,,,,,,,,,,79437,266,6,0.0
80,Palmeiras,Atacante,Luiz Adriano,8.51,-0.27,0.2,3.05,6,7,,,,1.0,,1.0,,2.0,5.0,,,,,,,,,,,,72772,275,5,0.0
81,Sport,Zagueiro,Rafael Thyere,4.19,1.38,6.0,1.93,7,7,,,,,1.0,,,,3.0,,1.0,,,1.0,,,,,1.0,,83048,292,3,0.0
82,Cuiabá,Goleiro,Walter,6.67,0.85,6.0,4.7,5,7,,,,,,,,,,,1.0,,1.0,,,,,,,,51413,1371,1,0.0
83,Internacional,Meia,Edenílson,18.62,0.19,6.4,5.97,7,7,,1.0,,1.0,,,,,5.0,,,,,,,,1.0,,1.0,,63289,285,4,6.4
84,Bahia,Meia,Patrick de Lucca,3.09,0.77,2.5,1.72,8,8,,,,,,,,,5.0,,,,,3.0,,,,,,,105294,265,4,0.0
85,Bragantino,Atacante,Ytalo,15.22,-0.64,1.6,6.86,8,8,,,,,1.0,1.0,,,2.0,,,,,1.0,,,,,1.0,,53148,280,5,0.0
86,Grêmio,Atacante,Diego Souza,12.57,-0.53,-0.2,2.44,5,8,,,,,,,,,2.0,,,,,,,,,,,,68911,284,5,0.0
87,Internacional,Meia,Patrick,8.78,0.31,4.1,3.6,8,8,,,,,,2.0,,,9.0,,,,,4.0,,,,,,,83433,285,4,0.0
88,Flamengo,Lateral,Matheuzinho,7.65,1.28,7.0,6.02,5,8,,,,,2.0,1.0,,,11.0,,1.0,,,3.0,,,,,4.0,,101727,262,2,0.0
89,Chapecoense,Zagueiro,Derlan,2.64,0.1,1.6,1.84,7,8,,,,,,1.0,,,9.0,,,,,3.0,,,,,2.0,,98945,315,3,0.0
90,Internacional,Técnico,Diego Aguirre,6.84,-0.1,2.3,3.29,3,8,,,,,,,,,,,,,,,,,,,,,73766,285,6,0.0
91,Ceará,Zagueiro,Gabriel Lacerda,3.11,1.0,4.5,1.8,6,8,,,,,,,,,5.0,,1.0,,,,,,,,,,108176,354,3,0.0
92,São Paulo,Meia,Luan,3.76,-0.46,-1.2,-0.13,3,8,,,,,,,,,7.0,,,,,1.0,,,,,3.0,,102909,276,4,0.0
93,Chapecoense,Goleiro,João Paulo,4.35,0.85,5.0,3.83,6,8,,,,,,,,,,,,,8.0,,,,,3.0,,,111281,315,1,0.0
94,Bahia,Lateral,Matheus Bahia,9.83,0.22,2.6,3.86,7,8,,,,,1.0,3.0,,1.0,7.0,,,,,2.0,,,,,1.0,,97899,265,2,0.0
95,Flamengo,Atacante,Bruno Henrique,17.22,-1.72,-4.6,7.62,6,8,,,,1.0,,6.0,,2.0,5.0,,,,,,,,1.0,,6.0,,90285,262,5,-4.6
96,Internacional,Lateral,Paulo Victor ,2.67,0.67,3.8,3.8,1,9,,,,,,2.0,,,12.0,,,,,5.0,,,,,2.0,,112141,285,2,0.0
97,Fortaleza,Goleiro,Felipe Alves,8.45,0.91,4.0,4.0,9,9,,,,,,,,,,,,,6.0,,,,,2.0,,,72372,356,1,0.0
98,Atlético-MG,Zagueiro,Igor Rabello,5.14,1.09,5.9,2.72,5,9,,,,,,1.0,,,6.0,,1.0,,,2.0,,,,,2.0,,89493,282,3,0.0
99,Santos,Atacante,Marinho,18.91,-0.62,10.0,6.72,8,9,,,,2.0,,4.0,,,4.0,,,,,1.0,,,,,,,68952,277,5,10.0
100,Bragantino,Meia,Raul,9.05,1.98,9.9,5.7,7,9,,1.0,,,1.0,4.0,,,4.0,,,,,4.0,,,,,3.0,,92496,280,4,0.0
101,Outros,Técnico,Luiz Fernando Iubel,4.54,-0.1,0.76,2.9,6,9,,,,,,,,,,,,,,,,,,,,,111547,1,6,0.0
102,Palmeiras,Meia,Gustavo Scarpa,15.22,2.2,10.0,7.24,9,9,1.0,,,1.0,1.0,1.0,,,10.0,,,,,1.0,,,,,1.0,,87999,275,4,0.0
103,Bahia,Meia,Daniel,6.33,0.44,0.7,1.99,8,9,,,,1.0,,2.0,,,10.0,,,,,,,,,,1.0,,93791,265,4,0.0
104,Chapecoense,Lateral,Ezequiel ,1.84,-0.25,0.0,-0.03,3,9,,,,,,,,,10.0,,,,,4.0,,,1.0,,2.0,,80318,315,2,0.0
105,Corinthians,Atacante,Jô,7.97,1.76,8.5,4.83,6,9,1.0,,,1.0,2.0,1.0,,1.0,3.0,,,,,,,,,,2.0,1.0,38138,264,5,0.0
106,Fortaleza,Zagueiro,Marcelo Benevenuto,5.78,0.19,0.2,2.45,9,9,,,,,,2.0,,,3.0,,,,,,,,,,1.0,,95638,356,3,0.0
107,Flamengo,Atacante,Bruno Henrique,17.78,0.56,2.3,6.86,7,9,,,,2.0,,2.0,,,6.0,,,,,,,,,,1.0,,90285,262,5,0.0
108,Flamengo,Atacante,Pedro,11.83,-0.18,2.0,5.68,6,10,,,,1.0,,2.0,,,2.0,,,,,,,,,,,,94583,262,5,0.0
109,Corinthians,Zagueiro,João Victor,8.34,2.16,9.9,4.07,9,10,,,,,,,,,1.0,,1.0,,,5.0,,,,,,,104250,264,3,0.0
110,Sport,Lateral,Hayner,5.69,0.23,0.8,3.01,10,10,,,,,,2.0,,,7.0,,,,,1.0,,,,,1.0,,91856,292,2,0.0
111,Internacional,Meia,Patrick,8.44,0.28,2.6,3.16,10,10,,,,,,,,,4.0,,,,,3.0,,,,,,,83433,285,4,0.0
112,Juventude,Técnico,Marquinhos Santos,5.8,-0.2,0.69,2.8,10,10,,,,,,,,,,,,,,,,,,,,,81031,286,6,0.0
113,Bragantino,Lateral,Weverton,3.43,-0.22,0.0,4.23,3,10,,,,,,2.0,,,15.0,,,,,3.0,,,1.0,,1.0,,104625,280,2,0.0
114,Palmeiras,Atacante,Deyverson,6.15,-0.56,-0.3,3.71,8,10,,,,,,1.0,,,3.0,,,,,,,,,,1.0,,92708,275,5,0.0
115,Fortaleza,Meia,Yago Pikachu,18.83,0.58,14.0,6.58,10,10,,1.0,1.0,,,2.0,,1.0,10.0,,,,,,,,,,1.0,,80196,356,4,14.0
116,Bragantino,Zagueiro,Fabrício Bruno,11.64,0.03,3.7,4.16,9,10,,,,,1.0,1.0,,,11.0,,,,,4.0,,,,,1.0,,90768,280,3,0.0
117,Fluminense,Meia,Cazares,5.56,-0.11,0.0,3.03,6,10,,,,,,,,,,,,,,,,,,,,,81682,266,4,0.0
118,Juventude,Goleiro,Marcelo Carné,4.93,-0.55,0.0,3.46,10,10,,,,,,,,,,,,,1.0,,,,,1.0,,,69054,286,1,0.0
119,Juventude,Atacante,Matheus Peixoto,13.47,0.33,3.4,6.39,9,10,,,1.0,,,3.0,,1.0,6.0,,,,,1.0,,,,,2.0,,87098,286,5,0.0
120,Ceará,Zagueiro,Gabriel Lacerda,3.81,-1.04,0.0,3.35,9,11,,,,,,,,,5.0,,,,,1.0,,,,,1.0,,108176,354,3,0.0
121,Cuiabá,Técnico,Jorginho,2.98,0.25,2.95,2.59,2,11,,,,,,,,,,,,,,,,,,,,,70323,1371,6,0.0
122,Atlético-GO,Zagueiro,Oliveira,3.85,0.24,0.7,2.27,6,11,,,,,,,,,3.0,,,,,2.0,,,,,2.0,,94514,373,3,0.0
123,Palmeiras,Meia,Gustavo Scarpa,15.22,1.49,9.4,6.91,11,11,,1.0,,2.0,2.0,3.0,,,6.0,,,,,,,,,,1.0,,87999,275,4,0.0
124,Bragantino,Atacante,Artur,15.27,-0.54,0.4,6.33,11,11,,,,,2.0,1.0,,,4.0,,,,,1.0,,,1.0,,1.0,,95799,280,5,0.4
125,Bragantino,Atacante,Ytalo,15.97,1.26,8.6,5.91,11,11,1.0,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,53148,280,5,0.0
126,Palmeiras,Meia,Danilo,5.41,-0.28,-0.2,3.15,6,11,,,,,1.0,,,,5.0,,,,,,,,,,1.0,,107231,275,4,0.0
127,Internacional,Goleiro,Daniel,6.76,1.41,8.0,4.0,9,11,,,,,,,,,,,1.0,,3.0,,,,,,,,96468,285,1,0.0
128,Bragantino,Meia,Praxedes,6.84,-0.55,5.9,4.9,5,11,,1.0,,,1.0,3.0,,,4.0,,,,,,,,,,2.0,,107744,280,4,0.0
129,Bahia,Atacante,Gilberto,14.27,-0.81,-0.2,6.73,11,11,,,,,1.0,2.0,,,10.0,,,,,1.0,,,,,4.0,,61188,265,5,0.0
130,Flamengo,Lateral,Filipe Luís,6.94,0.35,2.1,3.32,9,11,,,,,,1.0,,,4.0,,,,,2.0,,,,,,,38750,262,2,0.0
131,Flamengo,Lateral,Isla,10.44,0.93,6.0,4.6,3,11,,1.0,,,,2.0,,,10.0,,,,,2.0,,,,,2.0,,69345,262,2,0.0
132,Corinthians,Atacante,Jô,8.09,0.77,5.1,4.84,9,12,,,1.0,1.0,,3.0,,,6.0,,,,,1.0,,,,,2.0,,38138,264,5,0.0
133,Corinthians,Lateral,Fagner,11.68,0.07,2.1,4.15,12,12,,,,,,2.0,,,9.0,,,,,2.0,,,,,,,42500,264,2,0.0
134,Bahia,Atacante,Gilberto,13.62,-0.65,-2.5,5.96,12,12,,,,,1.0,,,,3.0,,,,,,,,1.0,,2.0,,61188,265,5,0.0
135,Fluminense,Goleiro,Muriel,2.71,-0.11,-1.0,-1.0,2,12,,,,,,,,,,,,,,,,,,1.0,,,69041,266,1,0.0
136,Fortaleza,Meia,Yago Pikachu,17.48,-0.09,0.8,5.58,12,12,,,,,,2.0,,,7.0,,,,,1.0,,,,,1.0,,80196,356,4,0.0
137,Palmeiras,Lateral,Viña,9.31,0.81,6.7,5.6,4,12,,,,,1.0,2.0,,,1.0,,1.0,,,,,,,,,,98974,275,2,0.0
138,Ceará,Zagueiro,Messias,4.04,2.22,11.5,2.1,12,12,,1.0,,,1.0,1.0,,,8.0,,1.0,,,1.0,,,,,,,87402,354,3,0.0
139,Cuiabá,Técnico,Jorginho,3.5,0.52,4.76,3.31,3,12,,,,,,,,,,,,,,,,,,,,,70323,1371,6,0.0
140,Bragantino,Meia,Praxedes,6.5,-0.34,2.8,4.55,6,12,,,,,,2.0,,,2.0,,,,,2.0,,,,,,,107744,280,4,0.0
141,Palmeiras,Meia,Raphael Veiga,13.08,-1.06,0.4,5.67,12,12,,,,1.0,1.0,,,,3.0,,,,,,,,,,3.0,,94509,275,4,0.4
142,Ceará,Zagueiro,Gabriel Lacerda,4.71,0.9,4.6,3.47,10,12,,,,,,,,,4.0,,1.0,,,,,,,,,,108176,354,3,0.0
143,Bragantino,Atacante,Artur,16.37,1.1,6.5,6.34,12,12,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,95799,280,5,0.0
144,Palmeiras,Meia,Raphael Veiga,13.09,0.01,0.7,5.29,13,13,,,,,1.0,1.0,,,6.0,,,,,,,,,,,,94509,275,4,0.0
145,Juventude,Atacante,Matheus Peixoto,15.27,1.59,9.4,6.71,12,13,1.0,,,,2.0,1.0,,,7.0,,,,,,,,,,,,87098,286,5,0.0
146,Atlético-MG,Lateral,Dodô,6.43,0.16,1.4,3.42,4,13,,,,,,,,,11.0,,1.0,,,1.0,,,1.0,,3.0,,68727,282,2,0.0
147,Juventude,Técnico,Marquinhos Santos,6.82,0.86,5.61,2.84,13,13,,,,,,,,,,,,,,,,,,,,,81031,286,6,0.0
148,América-MG,Zagueiro,Eduardo Bauermann,3.35,0.11,1.3,2.3,12,13,,,,,,,,,2.0,,,,,2.0,,,,,1.0,,86970,327,3,0.0
149,Athlético-PR,Meia,Terans,12.15,2.31,12.5,6.41,11,13,1.0,,,,2.0,2.0,,,6.0,,,,,3.0,,,,,1.0,,102878,293,4,0.0
150,Atlético-MG,Goleiro,Everson,12.58,1.58,9.0,4.58,13,13,,,,,,,,,,,1.0,,4.0,,,,,,,,72294,282,1,0.0
151,Palmeiras,Zagueiro,Renan,6.41,0.07,7.5,4.48,9,13,,,,,1.0,,,,8.0,,1.0,,,3.0,,,,,1.0,,109963,275,3,0.0
152,Corinthians,Atacante,Jô,8.34,0.25,5.1,4.87,10,13,,1.0,,,,1.0,,2.0,4.0,,,,,1.0,,,,,,,38138,264,5,0.0
153,Santos,Atacante,Marinho,17.86,-0.72,0.6,6.01,11,13,,,1.0,,1.0,1.0,,1.0,10.0,,,,,,,,1.0,,1.0,,68952,277,5,0.6
154,Santos,Meia,Carlos Sánchez,6.74,-0.23,-1.8,1.26,7,13,,,,,1.0,1.0,,1.0,16.0,,,,,,,,,,2.0,,81677,277,4,0.0
155,Santos,Lateral,Felipe Jonatan,10.01,1.62,6.2,3.88,11,13,,,1.0,,,1.0,,,13.0,,,,,4.0,,,,,,,101708,277,2,0.0
156,Bragantino,Meia,Raul,7.71,-0.68,-0.7,4.63,11,14,,,,,,1.0,,,7.0,,,,,,,,,,1.0,,92496,280,4,0.0
157,Bragantino,Atacante,Ytalo,14.76,-0.44,0.2,5.37,14,14,,,,,2.0,1.0,,1.0,9.0,,,,,,,,,,1.0,,53148,280,5,0.0
158,Internacional,Lateral,Moisés,3.51,-0.1,-0.3,1.4,7,14,,,,,,,,,8.0,,1.0,,,2.0,,1.0,,,3.0,,90444,285,2,0.0
159,Atlético-MG,Meia,Nacho Fernández,11.76,0.11,2.7,5.31,7,14,,,,,2.0,,,,14.0,1.0,,,,2.0,,,,,1.0,,94916,282,4,0.0
160,Internacional,Zagueiro,Víctor Cuesta,7.2,1.37,6.9,1.31,13,14,,,,1.0,,1.0,,,3.0,,1.0,,,4.0,,,1.0,,3.0,,79113,285,3,0.0
161,Palmeiras,Meia,Gustavo Scarpa,14.05,-0.15,1.4,6.09,14,14,,,,1.0,1.0,2.0,,,6.0,,,,,,,,,,2.0,,87999,275,4,0.0
162,Internacional,Goleiro,Daniel,7.74,1.56,9.0,4.54,12,14,,,,,,,,,,,1.0,,4.0,,,,,,,,96468,285,1,0.0
163,Flamengo,Atacante,Gabriel,19.18,0.61,13.6,11.53,3,14,,1.0,,1.0,1.0,1.0,,,7.0,,,,,,,,,,,,83257,262,5,13.6
164,Bragantino,Atacante,Artur,15.27,-0.52,0.9,5.66,14,14,,,,,1.0,2.0,,,9.0,,,,,,,,,,,,95799,280,5,0.0
165,Bragantino,Lateral,Aderlan,13.73,1.07,8.1,5.73,11,14,,,,1.0,1.0,1.0,,,9.0,,1.0,,,3.0,,,,,3.0,,88423,280,2,0.0
