,TIME,POSICAO,NOME,PRECO,VALORIZACAO,PONTOS,MEDIA,JOGOS,RODADA,G,A,FT,FD,FF,FS,PP,I,PI,PS,SG,DP,DE,DS,GC,CV,CA,GS,FC,PC,NOME_ID,TIME_ID,POSICAO_ID,CAP
29,Internacional,Meia,Alan Patrick,8.58,0.36,7.9,5.38,9,13,,1.0,,,,2.0,,,5.0,,,,,2.0,,,,,,,68685,285,4,0.0
30,Atlético-MG,Meia,Nacho Fernández,12.94,1.27,7.9,6.06,11,13,1.0,,,,,3.0,,,9.0,,,,,1.0,,,1.0,,3.0,,94916,282,4,0.0
31,Palmeiras,Lateral,Piquerez,7.55,-0.4,1.3,6.46,8,13,,,,,,2.0,,,6.0,,,,,1.0,,,,,1.0,,102130,275,2,0.0
32,Fluminense,Atacante,Cano,13.1,1.09,8.3,5.75,13,13,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,79631,266,5,0.0
33,Palmeiras,Goleiro,Weverton,10.58,0.17,1.0,4.6,10,13,,,,,,,,,,,,,2.0,,,,,1.0,,,71631,275,1,0.0
34,Palmeiras,Atacante,Rony,10.79,-0.66,-0.3,5.96,12,13,,,,,,1.0,,2.0,6.0,,,,,,,,,,,,91607,275,5,0.0
35,Atlético-MG,Lateral,Guilherme Arana,12.26,0.07,6.1,4.6,8,13,,,,,2.0,,,,8.0,,1.0,,,1.0,,,,,3.0,,87228,282,2,0.0
36,Ceará,Técnico,Marquinhos Santos,3.79,-0.15,4.55,2.75,2,12,,,,,,,,,,,,,,,,,,,,,81031,354,6,0.0
37,Fluminense,Zagueiro,Nino,12.54,-0.76,6.3,4.81,8,12,,,,,,2.0,,,6.0,,1.0,,,1.0,,,,,1.0,,91708,266,3,0.0
38,Avaí,Goleiro,Vladimir,3.25,-1.52,-1.0,3.5,3,12,,,,,,,,,,,,,1.0,,,,,2.0,,,69040,314,1,0.0
39,Internacional,Zagueiro,Mercado,7.02,0.04,2.7,3.28,10,12,,,,,,1.0,,,2.0,,,,,2.0,,,,,,,72951,285,3,0.0
40,Flamengo,Meia,Arrascaeta,19.13,-0.2,19.8,9.17,8,12,,1.0,1.0,,2.0,3.0,,,12.0,,,,,,,,,,,,87863,262,4,19.8
41,Palmeiras,Meia,Gustavo Scarpa,11.91,0.66,9.1,7.88,10,12,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,,87999,275,4,0.0
42,Palmeiras,Meia,Zé Rafael,14.27,0.62,7.0,6.46,11,12,1.0,,,,,2.0,,,4.0,,,,,,,,1.0,,2.0,,82455,275,4,0.0
43,Palmeiras,Lateral,Piquerez,7.95,-0.54,4.0,7.2,7,12,,,,1.0,1.0,1.0,,,6.0,,,,,2.0,,,,,1.0,,102130,275,2,0.0
44,Flamengo,Lateral,Matheuzinho,7.77,1.29,7.7,4.76,8,12,,,,,,,,,9.0,,1.0,,,3.0,,,,,,,101727,262,2,0.0
45,Palmeiras,Atacante,Rony,11.45,-0.85,3.2,6.53,11,12,,,,1.0,2.0,,,,2.0,,,,,1.0,,,,,2.0,,91607,275,5,0.0
46,Flamengo,Atacante,Bruno Henrique,14.9,-0.81,5.1,5.88,8,12,,1.0,,,,1.0,,2.0,2.0,,,,,,,,,,,,90285,262,5,0.0
47,São Paulo,Atacante,Calleri,24.67,-0.9,0.3,8.41,12,12,,,,,1.0,1.0,,,6.0,,,,,1.0,,,1.0,,2.0,,89840,276,5,0.0
48,Corinthians,Lateral,Rafael Ramos,10.58,2.74,18.1,7.1,7,11,,1.0,,,1.0,1.0,,,16.0,,1.0,,,7.0,,,,,,,93236,264,2,0.0
49,Palmeiras,Lateral,Piquerez,8.49,-0.12,8.2,7.73,6,11,,,,2.0,,1.0,,,6.0,,1.0,,,1.0,,,,,1.0,,102130,275,2,0.0
50,São Paulo,Atacante,Calleri,25.57,-1.79,4.0,9.15,11,11,,,,,1.0,3.0,,2.0,10.0,,,,,1.0,,,,,1.0,,89840,276,5,4.0
51,Palmeiras,Meia,Zé Rafael,13.65,-0.09,2.8,6.41,10,11,,,,,1.0,2.0,,,11.0,,,,,2.0,,,,,1.0,,82455,275,4,0.0
52,Atlético-MG,Atacante,Hulk,20.38,-1.04,4.2,8.28,9,11,,,1.0,,,2.0,,1.0,6.0,,,,,1.0,,,,,1.0,,39148,282,5,0.0
53,Bragantino,Atacante,Ytalo,7.8,-0.16,1.6,3.62,9,11,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,53148,280,5,0.0
54,Flamengo,Meia,Everton Ribeiro,7.78,-0.04,0.9,4.13,10,11,,,,,,4.0,,,11.0,,,,,,,,,,,,51772,262,4,0.0
55,Atlético-MG,Técnico,Antonio Mohamed,12.32,-0.1,4.14,5.48,10,11,,,,,,,,,,,,,,,,,,,,,71071,282,6,0.0
56,Palmeiras,Goleiro,Weverton,12.13,0.47,9.0,5.75,8,11,,,,,,,,,,,1.0,,4.0,,,,,,,,71631,275,1,0.0
57,São Paulo,Zagueiro,Miranda,6.53,1.0,6.0,4.3,3,11,,,,,,1.0,,,6.0,,1.0,,,2.0,,,1.0,,1.0,,38141,276,3,0.0
58,Atlético-MG,Meia,Nacho Fernández,12.52,0.02,4.6,6.48,9,11,,,,,,1.0,,,7.0,,,,,4.0,,,,,,,94916,282,4,0.0
59,Atlético-MG,Zagueiro,Réver,4.09,0.2,1.5,1.03,4,11,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,52253,282,3,0.0
60,Athlético-PR,Goleiro,Bento,6.71,0.33,2.0,3.92,10,10,,,,,,,,,,,,,4.0,,,,1.0,1.0,,,105208,293,1,0.0
61,Coritiba,Atacante,Igor Paixão,15.44,0.03,6.1,7.87,9,10,,,,,,3.0,,,1.0,,,,,5.0,,,1.0,,1.0,,104530,294,5,0.0
62,Fortaleza,Meia,Yago Pikachu,11.81,2.47,15.4,5.58,8,10,1.0,,,,1.0,5.0,,,7.0,,,,,4.0,,,,,,,80196,356,4,0.0
63,Palmeiras,Meia,Zé Rafael,13.74,-0.48,2.5,6.81,9,10,,,,,2.0,4.0,,,2.0,,,,,,,,,,3.0,,82455,275,4,0.0
64,Atlético-MG,Zagueiro,Nathan Silva,8.41,-1.56,-2.3,4.07,6,10,,,,,,,,,1.0,,,,,,,,1.0,,4.0,,95794,282,3,0.0
65,Palmeiras,Lateral,Marcos Rocha,9.45,0.13,6.5,6.46,8,10,,,,,,,,,21.0,,1.0,,,3.0,,,,,,,63013,275,2,0.0
66,Athlético-PR,Lateral,Abner Vinícius,7.14,-0.46,-1.0,4.35,10,10,,,,,,2.0,,,10.0,,,,,,,,1.0,,,,104513,293,2,0.0
67,Palmeiras,Atacante,Rony,13.14,2.85,17.3,6.66,9,10,2.0,,,1.0,,,,1.0,4.0,,,,,1.0,,,,,2.0,,91607,275,5,0.0
68,Atlético-MG,Meia,Nacho Fernández,12.5,-0.41,4.7,6.71,8,10,,,,,,3.0,,,4.0,,,,,3.0,,,,,,,94916,282,4,0.0
69,Palmeiras,Zagueiro,Luan,7.45,-0.02,6.0,6.75,2,10,,,,,,3.0,,1.0,4.0,,1.0,,,1.0,,,,,4.0,,80692,275,3,0.0
70,Internacional,Técnico,Mano Menezes,7.93,-0.56,2.94,4.47,8,10,,,,,,,,,,,,,,,,,,,,,37281,285,6,0.0
71,São Paulo,Atacante,Calleri,27.36,1.84,23.6,9.87,10,10,1.0,,,1.0,2.0,2.0,,,9.0,,,,,1.0,,,,,1.0,,89840,276,5,23.6
72,Avaí,Atacante,Muriqui,12.17,2.03,11.5,7.45,7,9,1.0,,,,1.0,5.0,,,7.0,,,,,1.0,,,,,1.0,,38225,314,5,0.0
73,Palmeiras,Meia,Raphael Veiga,15.94,-0.57,1.0,6.25,7,9,,,,,,2.0,,,,,,,,,,,,,,,94509,275,4,0.0
74,Goiás,Meia,Elvis,7.1,-0.53,-1.2,4.4,8,9,,,,,,2.0,,,3.0,,,,,,,,1.0,,3.0,,73347,290,4,0.0
75,Flamengo,Atacante,Pedro,7.76,-0.29,0.3,3.25,6,9,,,1.0,,1.0,,1.0,1.0,4.0,1.0,,,,,,,,,,,94583,262,5,0.0
76,Flamengo,Técnico,Paulo Sousa,9.88,-0.05,3.45,4.74,8,9,,,,,,,,,,,,,,,,,,,,,89284,262,6,0.0
77,Corinthians,Goleiro,Cássio,12.46,1.01,8.0,6.28,8,9,,,,,,,,,,,1.0,,3.0,,,,,,,,42234,264,1,0.0
78,Flamengo,Atacante,Bruno Henrique,14.47,-0.78,0.2,5.27,6,9,,,,,,3.0,,,4.0,,,,,1.0,,,1.0,,4.0,,90285,262,5,0.2
79,Fluminense,Zagueiro,Manoel,5.76,-0.99,-0.4,2.94,5,9,,,,,1.0,,,,8.0,,,,,1.0,,,1.0,,2.0,,69014,266,3,0.0
80,Athlético-PR,Zagueiro,Pedro Henrique,8.29,0.81,7.7,4.36,9,9,,,,,,2.0,,,5.0,,,,,6.0,,,,,,,87225,293,3,0.0
81,Palmeiras,Lateral,Marcos Rocha,9.32,-0.29,6.9,6.45,7,9,,,,,,1.0,,,16.0,,1.0,,,3.0,,,,,2.0,,63013,275,2,0.0
82,Internacional,Meia,Alan Patrick,8.22,0.45,8.3,5.96,5,9,,,,1.0,1.0,7.0,,,8.0,,,,,3.0,,,,,,,68685,285,4,0.0
83,Athlético-PR,Lateral,Abner Vinícius,7.6,-1.92,0.1,4.95,9,9,,,,,,,,,5.0,,,,,1.0,,,,,2.0,,104513,293,2,0.0
84,Fluminense,Atacante,Cano,11.89,0.89,7.0,7.0,1,1,,,,4.0,3.0,,,,2.0,,,,,,,,,,,,79631,266,5,0.0
85,Atlético-MG,Meia,Nacho Fernández,14.0,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,94916,282,4,0.0
86,São Paulo,Lateral,Rafinha,9.71,1.71,6.7,6.7,1,1,,,,,,2.0,,,2.0,,1.0,,,2.0,,,,,5.0,,38144,276,2,0.0
87,Fortaleza,Técnico,Juan Vojvoda,7.68,-1.32,2.63,2.63,1,1,,,,,,,,,,,,,,,,,,,,,104754,356,6,0.0
88,Palmeiras,Lateral,Marcos Rocha,5.61,-2.39,0.5,0.5,1,1,,,,,,1.0,,,8.0,,,,,2.0,,,1.0,,2.0,,63013,275,2,0.0
89,Goiás,Zagueiro,Reynaldo,3.1,0.1,1.7,1.7,1,1,,,,,,2.0,,,2.0,,,,,1.0,,,,,1.0,,97768,290,3,0.0
90,Palmeiras,Meia,Gustavo Scarpa,8.92,0.92,11.0,5.5,1,1,,,,3.0,1.0,3.0,,,13.0,,,,,1.0,,,,,1.0,,87999,275,4,11.0
91,Fortaleza,Goleiro,Max Walef,2.64,0.64,2.0,2.0,1,1,,,,,,,,,,,,,3.0,,,,,1.0,,,84338,356,1,0.0
92,Atlético-MG,Atacante,Hulk,23.05,7.05,18.9,18.9,1,1,2.0,,,,1.0,5.0,,2.0,2.0,,,,,,,,,,,,39148,282,5,0.0
93,Fortaleza,Atacante,Moisés,3.3,-1.7,0.0,0.0,1,1,,,,,,2.0,,,7.0,,,,,,,,,,1.0,,104666,356,5,0.0
94,Juventude,Zagueiro,Paulo Miranda,2.51,-0.49,0.8,0.8,1,1,,,,,1.0,1.0,,,4.0,,,,,1.0,,,1.0,,1.0,,68817,286,3,0.0
95,Fortaleza,Meia,Yago Pikachu,10.0,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,80196,356,4,0.0
96,Fortaleza,Zagueiro,Titi,5.31,-0.97,0.2,1.85,2,2,,,,,,1.0,,,5.0,,,,,1.0,,,1.0,,,,50353,356,3,0.0
97,Avaí,Lateral,Kevin ,4.38,0.15,1.4,2.4,2,2,,,,,1.0,,,1.0,5.0,,,,,1.0,,,,,,,91888,314,2,0.0
98,Coritiba,Atacante,Léo Gamalho,14.26,2.96,10.0,9.55,2,2,1.0,,,,3.0,,,,4.0,,,,,,,,,,,,53865,294,5,0.0
99,Coritiba,Zagueiro,Henrique,5.74,-0.34,1.1,2.65,2,2,,,,,1.0,,,,3.0,,,,,3.0,1.0,,,,,,50856,294,3,0.0
100,Corinthians,Atacante,Róger Guedes,20.49,7.61,25.0,15.25,2,2,3.0,,,,1.0,2.0,,,8.0,,,,,,,,,,,,89898,264,5,0.0
101,Palmeiras,Meia,Raphael Veiga,15.77,-2.26,6.0,5.65,2,2,,,,1.0,1.0,3.0,,1.0,13.0,,,,,1.0,,,,,1.0,,94509,275,4,6.0
102,Juventude,Lateral,Busanello,7.8,3.51,9.6,6.55,2,2,,1.0,,,,,,,2.0,,,,,4.0,,,,,,,97537,286,2,0.0
103,Botafogo,Técnico,Luís Castro,7.13,2.01,6.4,5.08,2,2,,,,,,,,,,,,,,,,,,,,,88037,263,6,0.0
104,Juventude,Meia,Jadson,8.28,0.75,4.1,4.75,2,2,,,,,,4.0,,,6.0,,,,,3.0,,,,,3.0,,80129,286,4,0.0
105,Atlético-MG,Meia,Zaracho,16.73,2.79,12.3,10.2,2,2,1.0,,,1.0,3.0,,,,5.0,,,,,1.0,,,,,,,100079,282,4,0.0
106,Fortaleza,Goleiro,Max Walef,3.16,0.52,2.0,2.0,2,2,,,,,,,,,,,,,4.0,,,,,2.0,,,84338,356,1,0.0
107,Fluminense,Atacante,Cano,10.46,-1.43,1.1,4.05,2,2,,,,1.0,,,,,1.0,,,,,,,,,,,,79631,266,5,0.0
108,Palmeiras,Meia,Raphael Veiga,18.76,0.0,0.0,8.97,3,4,,3.0,,2.0,2.0,7.0,,1.0,24.0,,,,,7.0,,,,,5.0,,94509,275,4,0.0
109,Palmeiras,Meia,Danilo,5.97,0.0,0.0,1.33,3,4,,,,,2.0,3.0,,,20.0,,,,,4.0,,,1.0,,3.0,,107231,275,4,0.0
110,Palmeiras,Atacante,Dudu,11.9,0.0,0.0,4.93,3,4,1.0,,1.0,,2.0,5.0,,1.0,23.0,,,,,2.0,,,,,1.0,,68920,275,5,0.0
111,Atlético-MG,Meia,Nacho Fernández,10.45,1.13,7.5,3.73,3,4,,1.0,,,,3.0,,,11.0,,,,,2.0,,,,,1.0,,94916,282,4,0.0
112,Atlético-MG,Lateral,Guilherme Arana,13.18,-1.63,1.3,4.63,3,3,,,,,1.0,1.0,,,2.0,,,,,1.0,,,1.0,,,,87228,282,2,0.0
113,Atlético-GO,Lateral,Dudu,8.11,-0.92,0.1,3.0,3,3,,,,,,,,,5.0,,,,,1.0,,,,,2.0,,97133,373,2,0.0
114,Cuiabá,Zagueiro,Marllon,7.38,2.03,9.1,6.6,2,3,,,,,1.0,,,,2.0,,1.0,,,4.0,,,1.0,,1.0,,70666,1371,3,0.0
115,São Paulo,Zagueiro,Léo,5.58,-0.69,-0.1,1.47,3,3,,,,,,1.0,,,6.0,,,,,,,,,,,,85626,276,3,0.0
116,Fluminense,Atacante,Cano,10.01,-0.45,2.5,3.53,3,3,,,,1.0,2.0,1.0,,3.0,5.0,,,,,,,,,,,,79631,266,5,0.0
117,Palmeiras,Técnico,Abel Ferreira,11.51,2.08,10.65,6.02,3,3,,,,,,,,,,,,,,,,,,,,,110506,275,6,0.0
118,Palmeiras,Goleiro,Weverton,11.39,0.25,6.0,4.33,3,3,,,,,,,,,,,1.0,,1.0,,,,,,,,71631,275,1,0.0
119,Flamengo,Atacante,Marinho,7.31,0.1,4.3,5.8,2,3,,,,,1.0,5.0,,,10.0,,,,,3.0,,,1.0,,2.0,,68952,262,5,0.0
120,Internacional,Lateral,Renê,8.03,1.93,11.2,7.63,3,4,,,,,,1.0,,,12.0,,1.0,,,6.0,,,,,1.0,,78445,285,2,0.0
121,Athlético-PR,Meia,Léo Cittadini,4.06,-0.03,2.6,1.3,2,4,,,,,2.0,1.0,,,4.0,,,,,1.0,,,,,1.0,,70986,293,4,0.0
122,Bragantino,Atacante,Ytalo,9.17,2.28,9.7,5.07,4,4,1.0,,,,1.0,,,,3.0,,,,,1.0,,,,,,,53148,280,5,0.0
123,Atlético-MG,Lateral,Guilherme Arana,13.16,-0.02,3.6,4.37,4,4,,1.0,,1.0,,2.0,,,10.0,,,,,,,,1.0,,2.0,1.0,87228,282,2,0.0
124,Corinthians,Goleiro,Cássio,11.69,1.25,11.0,8.0,3,4,,,,,,,,,,,1.0,,6.0,,,,,,,,42234,264,1,0.0
125,Internacional,Técnico,Mano Menezes,7.27,1.15,6.51,6.41,2,4,,,,,,,,,,,,,,,,,,,,,37281,285,6,0.0
126,Atlético-MG,Meia,Zaracho,14.53,-2.2,1.9,7.43,3,4,,,,1.0,1.0,2.0,,,5.0,,,,,,,,,,2.0,,100079,282,4,0.0
127,Juventude,Zagueiro,Rafael Forster,4.57,0.9,4.0,2.75,4,4,,,,,,1.0,,,10.0,,,,,4.0,,,,,1.0,,82764,286,3,0.0
128,Corinthians,Atacante,Róger Guedes,16.88,-0.47,2.1,8.32,4,4,,,,1.0,,3.0,,,6.0,,,,,,,,,,,,89898,264,5,0.0
129,Atlético-MG,Atacante,Hulk,21.06,-0.13,13.0,10.33,3,4,1.0,,,,,1.0,,1.0,6.0,,,,,,,,1.0,,1.0,,39148,282,5,13.0
130,Internacional,Meia,Edenílson,11.8,0.34,5.3,5.5,3,4,,,1.0,,2.0,1.0,,,6.0,,,,,2.0,,,1.0,,2.0,,63289,285,4,0.0
131,São Paulo,Zagueiro,Diego,7.08,0.15,1.9,2.28,4,4,,,,,,,,,2.0,,,,,2.0,,,,,1.0,,101728,276,3,0.0
132,Flamengo,Goleiro,Hugo Souza,4.08,0.65,4.0,1.3,4,5,,,,,,,,,,,,,5.0,,,,,1.0,,,101574,262,1,0.0
133,Flamengo,Lateral,Filipe Luís,6.79,-1.28,1.0,3.7,2,5,,,,,2.0,2.0,,,6.0,,,,,5.0,,,,,2.0,,38750,262,2,0.0
134,Flamengo,Meia,Arrascaeta,19.12,-0.36,13.6,9.78,4,5,,,,1.0,2.0,3.0,,1.0,10.0,,,,,3.0,,,,,,,87863,262,4,13.6
135,Internacional,Técnico,Mano Menezes,7.42,0.15,3.98,5.6,3,5,,,,,,,,,,,,,,,,,,,,,37281,285,6,0.0
136,Internacional,Lateral,Renê,7.28,-0.75,2.8,6.42,4,5,,,,,,1.0,,,13.0,,,,,3.0,,,,,,,78445,285,2,0.0
137,Atlético-MG,Meia,Zaracho,14.66,0.13,3.7,6.5,4,5,,,,,,1.0,,,4.0,,,,,3.0,,,,,,,100079,282,4,0.0
138,Palmeiras,Atacante,Dudu,12.59,0.69,10.4,6.3,4,5,1.0,,,2.0,1.0,1.0,,1.0,9.0,,,,,,,,,,1.0,,68920,275,5,0.0
139,Cuiabá,Zagueiro,Marllon,7.83,0.94,5.8,5.45,4,5,,,,1.0,1.0,1.0,,,3.0,,,,,3.0,,,,,,,70666,1371,3,0.0
140,Ceará,Zagueiro,Lucas Ribeiro,6.23,-0.9,0.8,4.3,2,5,,,,,,3.0,,,4.0,,,,,,,,,,1.0,,103088,354,3,0.0
141,Coritiba,Atacante,Igor Paixão,15.6,1.48,9.7,8.64,5,5,1.0,,,,1.0,,,,3.0,,,,,1.0,,,,,,,104530,294,5,0.0
142,Fluminense,Meia,Ganso,6.87,-2.27,-0.4,5.28,4,5,,,,,,,,,1.0,,,,,,,,,,1.0,,62977,266,4,0.0
143,Atlético-MG,Atacante,Hulk,20.59,-0.47,4.4,8.85,4,5,,,1.0,1.0,1.0,3.0,,1.0,10.0,,,,,,,,1.0,,,,39148,282,5,0.0
144,América-MG,Zagueiro,Éder,1.97,0.27,0.4,0.14,5,6,,,,,,,,,2.0,,,,,1.0,,,,,2.0,,91203,327,3,0.0
145,Fluminense,Lateral,Pineida,3.91,-0.25,-0.8,1.07,3,6,,,,,,1.0,,,7.0,,,,,,,,,,2.0,,87838,266,2,0.0
146,Athlético-PR,Lateral,Khellven ,3.18,-0.1,2.5,2.53,3,6,,,,,1.0,1.0,,,12.0,,,,,2.0,,,,,,,105175,293,2,0.0
147,Atlético-MG,Atacante,Keno,7.32,0.3,2.2,2.13,3,6,,,,,1.0,2.0,,1.0,7.0,,,,,1.0,,,,,,,86485,282,5,0.0
148,Flamengo,Meia,Arrascaeta,21.62,2.5,16.8,11.18,5,6,,2.0,,1.0,,4.0,,,12.0,,,,,4.0,,,,,,,87863,262,4,0.0
149,Palmeiras,Meia,Raphael Veiga,18.07,1.15,9.5,8.06,5,6,1.0,,,1.0,,1.0,,,8.0,,,,,1.0,,,,,2.0,,94509,275,4,0.0
150,Atlético-MG,Atacante,Hulk,21.9,1.31,22.2,9.3,5,6,1.0,,,1.0,1.0,2.0,,1.0,4.0,,,,,1.0,,,,,2.0,,39148,282,5,22.2
151,Flamengo,Atacante,Bruno Henrique,15.51,-1.18,2.7,7.83,3,6,,,,,1.0,3.0,,,7.0,,,,,2.0,,,1.0,,1.0,,90285,262,5,0.0
152,Palmeiras,Técnico,Abel Ferreira,11.55,0.82,7.09,5.82,5,6,,,,,,,,,,,,,,,,,,,,,110506,275,6,0.0
153,Palmeiras,Goleiro,Weverton,11.36,1.51,8.0,4.2,5,6,,,,,,,,,,,1.0,,3.0,,,,,,,,71631,275,1,0.0
154,Avaí,Zagueiro,Arthur Chaves,5.08,0.75,3.9,2.7,6,6,,,,1.0,,1.0,,,2.0,,,,,2.0,,,,,,,111412,314,3,0.0
155,Juventude,Meia,Jadson,8.22,0.52,3.1,3.3,6,6,,,,,1.0,2.0,,,2.0,,,,,2.0,,,,,3.0,,80129,286,4,0.0
156,Internacional,Zagueiro,Mercado,6.63,-0.52,-0.7,3.48,6,7,,,,,,,,,1.0,1.0,,,,,,,1.0,,2.0,,72951,285,3,0.0
157,Flamengo,Atacante,Bruno Henrique,15.65,0.14,5.1,7.15,4,7,,,,2.0,1.0,6.0,,,7.0,,,,,1.0,,,1.0,,2.0,,90285,262,5,0.0
158,Coritiba,Atacante,Igor Paixão,14.14,-1.46,2.7,7.65,6,7,,,,2.0,1.0,2.0,,,12.0,,,,,,,,,,1.0,,104530,294,5,0.0
159,Fortaleza,Meia,Yago Pikachu,9.53,-0.05,3.4,5.0,5,7,,,,1.0,1.0,4.0,,,15.0,,,,,1.0,,,,,1.0,,80196,356,4,0.0
160,Flamengo,Meia,Arrascaeta,19.75,-1.87,9.4,10.1,6,7,,,,,,2.0,,,11.0,,,,,4.0,,,,,,,87863,262,4,9.4
161,Palmeiras,Meia,Zé Rafael,15.15,2.02,12.0,8.3,6,7,1.0,,,,1.0,3.0,,,4.0,,,,,2.0,,,,,1.0,,82455,275,4,0.0
162,Corinthians,Goleiro,Cássio,11.69,0.57,5.0,6.53,6,7,,,,,,,,,,,,,6.0,,,,,1.0,,,42234,264,1,0.0
163,Santos,Atacante,Marcos Leonardo,11.62,-0.58,2.4,6.62,7,7,,,,,3.0,1.0,,1.0,4.0,,,,,,,,,,,,109497,277,5,0.0
